d_llave,clee,nom_est,raz_soc,cve_scian,desc_scian,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Numero exterior o kilometro,Letra exterior,Edificio,Edificio Piso,Numero interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado publico",Numero de local,Codigo Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,cve_loc,localidad,Area geoestadistica basica,Manzana,Numero de telefono,Correo electronico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporacion al DENUE,coincide_filtro_scian,coincide_filtro_texto,textil,mezclilla,humedo_explicito,lavado_generico,produccion,maquila,proceso_seco_explicito,scian_textil,scian_acabado_humedo,scian_lavanderia,sector_textil,evidencia_hidrica
8088969,21074315229001661000000000U3,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,CORREGIDORA,CALLE,CARRIL A DE AGUA SANTA,CALLE,LOS REYES,PRIVADA,LIBERTAD,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,065,,,,Fijo,19.20847206,-98.37541144,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR
10483301,21074315229002461000000000U7,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,CIELITO LINDO,PRIVADA,NINGUNO,PRIVADA,GUADALUPE,PRIVADA,GUADALUPE,20,,,,,,COLONIA,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,033,,,,Fijo,19.20732028,-98.38949209,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR
11197761,21074315223000481000000000U0,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,RAFAEL ESPINOSA FLORES,CALLE,AQUILES SERDAN SUR,CALLE,PORFIRIO DIAZ,CALLE,JUQUILA,151,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0167,004,2212925278,,,Fijo,19.2046455,-98.38502971,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR
8089385,21074315229001861000000000U9,DESHEBRADO SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,PRIVADA DEL VOLCAN,CALLE,SAN ANTONIO,CALLEJON,VOLCANCITO,CALLE,AQUILES SERDAN SUR,7,,,,,,COLONIA,SAN ANTONIO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,046,,,,Fijo,19.20865442,-98.38539493,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR
10947392,21074315229002491000000000U4,DESHEBRADORA,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,BOULEVARD,RIO XOCHIAC,PRIVADA,RIO XOCHIAC,CALLEJON,SAN MARTIN,CALLEJON,SAN MARTIN,7,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,011,,,,Fijo,19.21487181,-98.38317009,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA
3326283,21074461190000381010000000U5,DISEÑO DE ROPA A LA MEDIDA,,315225,Confección de prendas de vestir sobre medida,0 a 5 personas,CALLE,SAN ANTONIO,CALLE,AQUILES SERDAN SUR,CALLE,CAMINO REAL SAN MATEO,CALLE,MUCIO MARTINEZ,8,,,,,,COLONIA,SAN ANTONIO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,019,,,,Fijo,19.20923132,-98.38722989,2014-12,True,True,True,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA
10275055,21074315223000151000000000U9,ELABORACION DE FALDA ESCOLAR,,315223,Confección en serie de uniformes,0 a 5 personas,BOULEVARD,RIO XOCHIAC,CALLE,REAL DE LA POSTA,CALLE,GRIJALVA,CALLE,SANTA CRUZ,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,038,2271165155,,,Fijo,19.21427257,-98.37722516,2024-11,True,True,False,False,False,False,True,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA
11643132,21074311812000691000000000U8,ELABORACION DE PAN,,311812,Panificación tradicional,0 a 5 personas,PRIVADA,NINGUNO,CALLE,RIO XOCHIAC,PRIVADA,NINGUNO,CALLE,REAL DE LA POSTA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,007,,,,Fijo,19.21482302,-98.37576016,2024-11,False,True,False,False,False,False,True,False,False,False,False,False,REVISAR,SIN_EVIDENCIA
8776952,21074315229002131001000000U6,ELABORACION DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLE,REAL DE LA POSTA,CALLE,SANTA CRUZ,BOULEVARD,RIO XOCHIAC,CALLE,GRIJALVA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,038,,,,Fijo,19.21459216,-98.37712277,2019-11,True,True,True,False,False,False,True,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA
11119679,21074315223000201000000000U2,ELABORACION DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,PRIMERO DE MAYO,PRIVADA,PRIVADA DE IXTACUIXTLA,CALLE,JUAN PIZACO,CALLE,IXTACUIXTLA NORTE,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,038,2271125315,,,Fijo,19.21075,-98.37597872,2024-11,True,True,True,False,False,False,True,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA
10382850,21074314991000261000000000U9,GILCERJEANS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,MAGNOLIA,PRIVADA,MAGNOLIA,CALLE,INDUSTRIA,CALLE,ZARAGOZA,,SN,,,,,COLONIA,CENTRO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,014,2271004885,GILCERJAES@GMAIL.COM,,Fijo,19.21177368,-98.38001572,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA
