d_llave,clee,nom_est,raz_soc,cve_scian,desc_scian,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Numero exterior o kilometro,Letra exterior,Edificio,Edificio Piso,Numero interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado publico",Numero de local,Codigo Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,cve_loc,localidad,Area geoestadistica basica,Manzana,Numero de telefono,Correo electronico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporacion al DENUE,coincide_filtro_scian,coincide_filtro_texto,textil,mezclilla,humedo_explicito,lavado_generico,produccion,maquila,proceso_seco_explicito,scian_textil,scian_acabado_humedo,scian_lavanderia,sector_textil,evidencia_hidrica,evidencia_hidrica_original,fuente_universo_hidrico,fuente_evidencia_hidrica,id_denue_origen_mh
11691450,21114313310000301000000000U1,ACABADO DE PRODUCTOS TEXTILES SIN NOMBRE,PLAYERAS VAZCO,313310,Acabado de productos textiles,0 a 5 personas,CALLE,AVENIDA 36 PONIENTE,CIRCUITO,UNIDAD HABITACIONAL PROFESOR JORGE MURAD,CALLE,35 NORTE,BOULEVARD,NORTE,,SN,,,3302,,COLONIA,JORGE MURAD,,,,72044,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0126,001,2228136512,ADMVEN.CAZCO@GMAIL.COM,,Fijo,19.07198574,-98.21020224,2024-11,True,True,False,False,True,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
11444838,21114313310000253000000000U4,ACABADOS ANUAR,,313310,Acabado de productos textiles,11 a 30 personas,CALLE,ANTIGUO CAMINO A LA RESURRECCION,PRIVADA,PARAISO,CALLE,RESURRECCION SUR,PRIVADA,RESURRECCION PONIENTE,10428,32,,,,,PARQUE INDUSTRIAL,LA RESURRECCION,,,,72228,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,1641,033,,ANUARAAC@GMAIL.COM,,Fijo,19.08300258,-98.16052031,2024-11,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
3344947,21114313210000483011000000U9,ACABADOS ANUAR,,313310,Acabado de productos textiles,0 a 5 personas,CALLE,ANTIGUO CAMINO A LA RESURRECCION,PRIVADA,PARAISO,CALLE,RESURRECCION SUR,PRIVADA,RESURRECCION PONIENTE,10428,,,,,,PARQUE INDUSTRIAL,LA RESURRECCION,,,,72228,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,1641,033,,,,Fijo,19.08293087,-98.16060671,2014-12,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
6378673,21114313310000165000000000U0,ACABADOS RIO TEJO,ACABADOS RIO TEJO,313310,Acabado de productos textiles,51 a 100 personas,AVENIDA,PUEBLA-TLAXCALA,PRIVADA,NINGUNO,PRIVADA,NINGUNO,OTRO(ESPECIFIQUE),RIO ATOYAC,5003,A,,,,,COLONIA,SAN JERONIMO CALERAS,,,,72100,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3101,002,2223432480,ACA.RIOTEJO@OUTLOOK.COM,,Fijo,19.10981831,-98.22903214,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
6378340,21140313310000015001000000U2,ACABADOS TEXTILES BORIN,ACABADOS TEXTILES BORIN,313310,Acabado de productos textiles,51 a 100 personas,AVENIDA,5 PONIENTE,CALLE,11 SUR,CALLE,13 SUR,AVENIDA,3 PONIENTE,1113,,,,,,COLONIA,CENTRO,,,,72760,21,PUEBLA,140,San Pedro Cholula,0001,Cholula de Rivadavia,0056,033,,DIRECCION.ADMINISTRATIVO@ACTEXBORIN.COM,,Fijo,19.06508856,-98.31618504,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
6378672,21114313320000035000000000U4,ACAFINTEX,ACABADOS FINOS TEXTILES,313310,Acabado de productos textiles,51 a 100 personas,AVENIDA,PRIMERA DE CUAUHTÉMOC,PRIVADA,NINGUNO,PRIVADA,SEGUNDA PRIVADA CUAUHTÉMOC,PRIVADA,DOMINGO ARENAS,148,,,,,,COLONIA,AGRICOLA IGNACIO ZARAGOZA,,,,72100,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3116,021,,CONTABILIDAD@ACAFINTEX.COM,WWW.ACAFINTEX.COM,Fijo,19.12513292,-98.22614097,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
3264971,21114313310000102010000000U3,AFELPADOS FINOS,AFELPADOS FINOS,313310,Acabado de productos textiles,6 a 10 personas,CALLE,AVENIDA 2 PONIENTE,CALLE,15 NORTE,CALLE,17 NORTE,AVENIDA,REFORMA,1505,,,,,,COLONIA,CENTRO,,,,72000,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0499,040,,AFINSACV@GMAIL.COM,,Fijo,19.05089974,-98.20921673,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
10122585,21074315223000971000000000U0,ALEJANDRO GARITA JUAREZ,DESHEBRADO DE PANTALON,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,LOS REYES,CALLE,LA PIEDAD,CALLE,CALLE DEL CARMEN,CALLE,JUAN PIZACO,33,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,049,,,,Fijo,19.2090004,-98.37746816,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
6377115,21114313310000176000000000U7,ALILTEX,ALILTEX,313310,Acabado de productos textiles,101 a 250 personas,CALLE,ANTIGUO CAMINO A MANZANILLA,AVENIDA,18 DE NOVIEMBRE (FEDERAL PUEBLA-TEHUACÁN),CALLE,NINGUNO,OTRO(ESPECIFIQUE),BARRANCO,59,,,,,,COLONIA,JOAQUIN COLOMBRES,PARQUE INDUSTRIAL,RESURRECCION,SN,72300,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0338,033,,TEREPC@ALILTEX.COM,,Fijo,19.05664146,-98.15516569,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
6271633,21114313310000186000000000U6,ALTO ACABADO,ALTO ACABADO,313310,Acabado de productos textiles,101 a 250 personas,CALLE,30 NORTE,AVENIDA,12 ORIENTE,CALLE,NINGUNO,CALLE,32 NORTE BIS,1008,,,,,,COLONIA,HUMBOLDT,,,,72370,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0624,014,,ADMINISTRACION@ALTOACABADO.COM,,Fijo,19.04151798,-98.17460254,2010-07,True,True,False,False,True,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
12288354,21114313310000323000000000U5,B&D MANUFACTURING,B&D MANUFACTURING,313310,Acabado de productos textiles,11 a 30 personas,CALLE,VENUSTIANO CARRANZA,CERRADA,PRIMERA 18 DE MARZO,CALLE,CAMINO REAL A SAN PABLO,CALLE,18 DE MARZO,8,,,,,,BARRIO,SN BARTOLO SN P MONT07,,,,90970,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,5451,032,,ISRAEL@BD-MANUFACTIRING.COM,,Fijo,19.11372094,-98.18274562,2026-04,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
3353207,21114313310000195011037724M7,COMPAÑIA TEXTIL SANTA BARBARA,COMPAÑIA TEXTIL SANTA BARBARA,313310,Acabado de productos textiles,6 a 10 personas,CALLE,MANUEL ÁVILA CAMACHO,CALLE,34 NORTE,CALLE,38 NORTE,OTRO(ESPECIFIQUE),BARRANCA,,SN,,,,SN,COLONIA,SANTA BÁRBARA,,,,72380,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,3845,012,,CONTACTO@TEXTILSANTABARBARA.COM.MX,,Fijo,19.03348301,-98.17671475,2010-07,True,True,True,False,False,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
8493130,21041313310000014001037724S5,COMPAÑIA TEXTIL SANTA BARBARA,COMPAÑIA TEXTIL SANTA BARBARA,313310,Acabado de productos textiles,51 a 100 personas,CALLE,SAN BERNARDO,AVENIDA,VICENTE GUERRERO,AVENIDA,CAMINO A SAN LORENZO,CALLE,RÍO GRIJALVA,414,,,,,,ZONA INDUSTRIAL,SANCTORUM,,,,72730,21,PUEBLA,041,Cuautlancingo,0008,Sanctorum,0202,017,2227089863,CONTACTO@TEXTILSANTABARBARA.COM.MX,,Fijo,19.1077676,-98.25401795,2019-11,True,True,True,False,False,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
10534862,21134315229001751000000000U4,COSTURA Y DESHEBRADO SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,NINGUNO,PRIVADA,NINGUNO,PRIVADA,NINGUNO,CALLE,SAN MARTIN,439,A,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,0001,San Matías Tlalancaleca,0044,019,2481381281,,,Fijo,19.32300611,-98.49318903,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3326133,21074315229001451000000000U9,DESEBRADO DE BLUSA SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,DOMINGO ARENAS,CALLE,EL REBOZO,CALLE,ADOLFO LOPEZ MATEOS,CALLE,VIOLETAS PONIENTE,52,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,021,2271093445,,,Fijo,19.2125903,-98.38502297,2014-12,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
9645802,21074315223001251000000000U6,DESHEBRADO,DESHEBRADO DE PANTALON,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,NIÑO PERDIDO,PRIVADA,NINGUNO,CALLE,LINDA VISTA,CALLE,SANTA CRUZ,1,,,,,,COLONIA,SANTA CRUZ,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,010,2481769980,,,Fijo,19.21790672,-98.37946319,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
11530961,21074315223000342000000000U4,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,6 a 10 personas,PRIVADA,NINGUNO,CALLE,MELCHOR OCAMPO,CALLE,SAN RAFAEL,CALLE,MELCHOR OCAMPO,35,,,,,,LOCALIDAD,CUARTA SECCION,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,026,2481000897,,,Fijo,19.2133537,-98.37415935,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
8118934,21074315229002071000000000U4,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,NINGUNO,CALLE,DOMINGO ARENAS,CALLE,VIOLETAS PONIENTE,CALLE,REFORMA,1,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,009,2271124857,,,Fijo,19.21184171,-98.38357506,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
11304210,21074315223000561000000000U9,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,PRIVADA DE LA GLORIA,CALLE,LOS REYES,CALLE,GLORIA,CALLE,NINGUNO,1,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,052,,,,Fijo,19.20863774,-98.37699365,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
11031066,21074315223000271000000000U5,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,NINGUNO,CALLE,TEYUCA,CALLE,SAUCE,CALLE,JUAN DE LA BARRERA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,035,2212673866,,,Fijo,19.2132786,-98.36913525,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10965648,21074315223000881000000000U1,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,TEYUCA,PRIVADA,NINGUNO,PRIVADA,NINGUNO,CALLE,SAUCE,,SN,,,,,COLONIA,GUADALUPE,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,033,,,,Fijo,19.21811505,-98.37231129,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
7742908,21074311830001391110000000U6,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,REAL DE LA POSTA,PRIVADA,NINGUNO,PRIVADA,NINGUNO,CALLE,SAN ANGEL,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,002,2271457140,,,Fijo,19.21997081,-98.37473248,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10966285,21074315223001301000000000U9,DESHEBRADO DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,GLORIA,CALLE,NINGUNO,CALLE,IXTACUIXTLA NORTE,CALLE,REAL DE PUEBLA,21,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,032,,,,Fijo,19.20761424,-98.37519692,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10830903,21074315229002621000000000U6,DESHEBRADO DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,DOMINGO ARENAS,CALLE,AQUILES SERDAN SUR,CALLE,NOGALES,CALLE,AQUILES SERDAN SUR,45,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,030,,,,Fijo,19.21134481,-98.3856217,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
9590208,21074315223001201000000000U1,DESHEBRADO DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,CONCEPCION,CALLE,SAN ANGEL,CALLE,LINDA VISTA,CALLE,LA MERCED,3,,,,,,COLONIA,SANTA CRUZ,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,005,2271161775,,,Fijo,19.21873841,-98.3777512,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
9566007,21074315223001311000000000U8,DESHEBRADO DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,GLORIA,CALLE,NINGUNO,CALLE,IXTACUIXTLA NORTE,CALLE,REAL DE PUEBLA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,032,,,,Fijo,19.20777613,-98.37572813,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
8776861,21074461110008371010000000U6,DESHEBRADO DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,GLORIA,CALLE,NINGUNO,CALLE,IXTACUIXTLA NORTE,CALLE,REAL DE PUEBLA,89,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,032,,,,Fijo,19.20787139,-98.37602851,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
8089749,21074315229001921000000000U1,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,AVENIDA,GUADALUPE VICTORIA,CALLE,FRAY JUAN DE ALAMEDA,PROLONGACION,GUADALUPE VICTORIA,AVENIDA,PORFIRIO DIAZ,1508,,,,,,LOCALIDAD,HUEJOTZINGO,,,,74169,21,PUEBLA,074,Huejotzingo,0001,Huejotzingo,010A,040,,,,Fijo,19.17098447,-98.40741127,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
8271528,21074315229001641000000000U5,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,XICOHTENCATL,CALLE,REAL DE PUEBLA,CALLE,PALMA,CALLE,PORFIRIO DIAZ,18,,,,,,COLONIA,CENTRO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,011,,,,Fijo,19.20887583,-98.38169434,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
8088969,21074315229001661000000000U3,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,CORREGIDORA,CALLE,CARRIL A DE AGUA SANTA,CALLE,LOS REYES,PRIVADA,LIBERTAD,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,065,,,,Fijo,19.20847206,-98.37541144,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10483301,21074315229002461000000000U7,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,CIELITO LINDO,PRIVADA,NINGUNO,PRIVADA,GUADALUPE,PRIVADA,GUADALUPE,20,,,,,,COLONIA,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,033,,,,Fijo,19.20732028,-98.38949209,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
11197761,21074315223000481000000000U0,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,RAFAEL ESPINOSA FLORES,CALLE,AQUILES SERDAN SUR,CALLE,PORFIRIO DIAZ,CALLE,JUQUILA,151,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0167,004,2212925278,,,Fijo,19.2046455,-98.38502971,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
8089385,21074315229001861000000000U9,DESHEBRADO SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,PRIVADA DEL VOLCAN,CALLE,SAN ANTONIO,CALLEJON,VOLCANCITO,CALLE,AQUILES SERDAN SUR,7,,,,,,COLONIA,SAN ANTONIO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,046,,,,Fijo,19.20865442,-98.38539493,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
11096231,21114313310000282000000000U3,DOBLADOS Y TORCIDOS LA CONFIANZA,,313310,Acabado de productos textiles,6 a 10 personas,CALLE,CAMINO REAL A SAN ANTONIO,CALLE,SANTA CLARA,PROLONGACION,24 SUR,CALLE,MIGUEL HIDALGO Y COSTILLA,1112,,,,,,BARRIO,SANTA CLARA LA VENTA,,,,72595,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,2673,036,2229062642,FACTURACION@LACONFIANZA.MX.COM,,Fijo,18.96502091,-98.2001371,2024-11,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
7582869,21134315229001511000000000U2,ELABORACION DE PANTALON DE MEZCLILLA PARA NIÑOS CACHITOS,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,NINGUNO,CALLE,SAN PEDRO,CALLE,NINGUNO,CALLE,SAN MARTIN,,SN,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,0001,San Matías Tlalancaleca,0044,051,2482011816,,,Fijo,19.3202326,-98.4955243,2019-11,True,True,True,True,False,False,True,False,False,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
9799908,21134315229001711000000000U8,ELABORACION DE PANTALON DE NIÑO LALITOS JEANS,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CERRADA,SEGUNDA CERRADA VICENTE GUERRERO,CALLE,CALLE DE LA CAMPANA,CERRADA,PRIMERA VICENTE GUERRERO,CALLE,20 DE NOVIEMBRE,522,A,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,0001,San Matías Tlalancaleca,003A,004,2481683231,BARRERAHINOJOSAGERARDO@GMAIL.COM,,Fijo,19.32580154,-98.50120502,2024-11,True,True,True,True,False,False,True,False,False,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10259769,21134315229002171000000000U4,ELABORACION DE PANTALON FK JEANS,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CARRETERA,FEDERAL MEXICO PUEBLA,CALLE,SAN MARTIN,PRIVADA,NINGUNO,PRIVADA,NINGUNO,5,,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,0001,San Matías Tlalancaleca,0044,011,2482008161,,,Fijo,19.31599129,-98.49274898,2024-11,True,True,True,True,False,False,True,False,False,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3409720,21134561432000101001000000U4,ELABORACION DE PANTALON TIBURONCITO JEANS,,315229,Confección en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLE,CONCEPCION,CALLE,CALLE DE LA CAMPANA,CALLE,GUADALUPE,CALLE,COLON,317,,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,0001,San Matías Tlalancaleca,003A,003,2228836668,,WWW.TIBURONCITOMODA.COM,Fijo,19.32709371,-98.49952849,2010-07,True,True,True,True,False,False,True,False,False,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
11145508,21134315229002001000000000U3,ELABORACION DE ROPA DE MEZCLILLA,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,NIÑO JESUS,PRIVADA,NINGUNO,CALLE,CALLE DE LA LUZ,CERRADA,GUADALUPE,409,,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,0001,San Matías Tlalancaleca,003A,007,2481315005,,,Fijo,19.32789547,-98.4981133,2024-11,True,True,True,True,False,False,True,False,False,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
3409680,21134315229000101001000000U3,ELABORACION DE ROPA DE MEZCLILLA,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SAN MATIAS,CALLE,CALLE DE LA LUZ,CALLE,PLAZA HIDALGO,CALLE,NIÑO JESUS,31,,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,0001,San Matías Tlalancaleca,003A,017,2481163765,,,Fijo,19.32617653,-98.49745115,2010-07,True,True,True,True,False,False,True,False,False,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
7536115,21134315229001081000000000U6,ELABORACION DE ROPA DE MEZCLILLA SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,NIÑO JESUS,CALLE,GUADALUPE,CALLE,CALLE DE LA LUZ,CALLE,SAN MATIAS,219,,,,,,LOCALIDAD,SAN MATIAS TLALANCALECA,,,,74110,21,PUEBLA,134,San Matías Tlalancaleca,0001,San Matías Tlalancaleca,003A,016,2482071093,,,Fijo,19.3284514,-98.4978479,2019-11,True,True,True,True,False,False,True,False,False,True,False,False,INCLUIR,REVISAR,REVISAR,FILTRO_DENUE,REGLAS_DENUE,
10596385,21114313310000293000000000U0,ESTAMPADO DE PLAYERAS,,313310,Acabado de productos textiles,11 a 30 personas,CALLE,BENITO JUAREZ,AVENIDA,20 DE NOVIEMBRE,CALLE,INDEPENDENCIA,CIRCUITO,JUAN PABLO II,407,,,,,,COLONIA,SAN BALTAZAR CAMPECHE,,,,72550,21,PUEBLA,114,Puebla,0001,Heroica Puebla de Zaragoza,0751,006,2226582495,,,Fijo,19.02145619,-98.2074266,2024-11,True,True,True,False,False,False,True,False,False,True,True,False,INCLUIR,SI,SI,FILTRO_DENUE,REGLAS_DENUE,
