id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,categoria_clasificacion,decision_clasificacion,decision_refinada,prioridad_refinada,regla_refinamiento,motivo_refinamiento,per_ocu,direccion_completa_denue,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,cod_postal,localidad,municipio,entidad,ageb,manzana,telefono,correoelec,www,tipounieco,fecha_alta,universo_revision,latitud_revision,longitud_revision,url_busqueda_google_maps,url_punto_google_maps,url_openstreetmap,estado_revision_manual,establecimiento_encontrado,nombre_encontrado,giro_observado,evidencia_proceso_humedo,evidencia_mezclilla,decision_manual,confianza_revision,fuentes_consultadas,fecha_revision,revisor,notas_revision
3326123,21074314991000161011000000U1,CORTE DE PANTALON SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,6 a 10 personas,"CALLE BENITO JUAREZ 4, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,BENITO JUAREZ,CALLE,ALAMOS,PRIVADA,EX-HACIENDA DE ARRIBA,CALLE,FRONTERA,4,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,035,2271250290,,,Fijo,2014-12,universo_productivo_amplio_314,19.21366359,-98.3881916,https://www.google.com/maps/search/?api=1&query=CALLE+BENITO+JUAREZ+4+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21366359%2C-98.3881916,https://www.openstreetmap.org/?mlat=19.2136636&mlon=-98.3881916#map=19/19.2136636/-98.3881916,PENDIENTE,,,,,,,,,,,
3326133,21074315229001451000000000U9,DESEBRADO DE BLUSA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"PRIVADA DOMINGO ARENAS 52, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PRIVADA,DOMINGO ARENAS,CALLE,EL REBOZO,CALLE,ADOLFO LOPEZ MATEOS,CALLE,VIOLETAS PONIENTE,52,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,021,2271093445,,,Fijo,2014-12,universo_productivo_amplio_314,19.2125903,-98.38502297,https://www.google.com/maps/search/?api=1&query=PRIVADA+DOMINGO+ARENAS+52+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.2125903%2C-98.38502297,https://www.openstreetmap.org/?mlat=19.2125903&mlon=-98.3850230#map=19/19.2125903/-98.3850230,PENDIENTE,,,,,,,,,,,
3326137,21074315229001301002000000U6,MAQUILA DE PANTALON FOSIL JEANS,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,6 a 10 personas,"CALLE REFORMA 15, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,REFORMA,CALLE,VIOLETAS PONIENTE,CALLE,MORELOS,CALLE,MELCHOR OCAMPO,15,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,009,2227054744,JOSEROBERTO.JUAREZC@GMAIL.COM,,Fijo,2014-12,universo_productivo_amplio_314,19.21180747,-98.38308957,https://www.google.com/maps/search/?api=1&query=CALLE+REFORMA+15+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21180747%2C-98.38308957,https://www.openstreetmap.org/?mlat=19.2118075&mlon=-98.3830896#map=19/19.2118075/-98.3830896,PENDIENTE,,,,,,,,,,,
3326144,21074315229001331001000000U3,MAQUILA DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,6 a 10 personas,"CALLE PERITAS 12, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,PERITAS,CALLE,VIOLETAS PONIENTE,PRIVADA,NINGUNO,CALLE,EL REBOZO,12,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0190,017,,,,Fijo,2014-12,universo_productivo_amplio_314,19.21211183,-98.38435472,https://www.google.com/maps/search/?api=1&query=CALLE+PERITAS+12+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21211183%2C-98.38435472,https://www.openstreetmap.org/?mlat=19.2121118&mlon=-98.3843547#map=19/19.2121118/-98.3843547,PENDIENTE,,,,,,,,,,,
3326283,21074461190000381010000000U5,DISE�O DE ROPA A LA MEDIDA,,315225,Confecci�n de prendas de vestir sobre medida,produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE SAN ANTONIO 8, COLONIA SAN ANTONIO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,SAN ANTONIO,CALLE,AQUILES SERDAN SUR,CALLE,CAMINO REAL SAN MATEO,CALLE,MUCIO MARTINEZ,8,,,,,,COLONIA,SAN ANTONIO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,019,,,,Fijo,2014-12,universo_productivo_amplio_314,19.20923132,-98.38722989,https://www.google.com/maps/search/?api=1&query=CALLE+SAN+ANTONIO+8+COLONIA+SAN+ANTONIO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20923132%2C-98.38722989,https://www.openstreetmap.org/?mlat=19.2092313&mlon=-98.3872299#map=19/19.2092313/-98.3872299,PENDIENTE,,,,,,,,,,,
3326339,21074315229001291001000000U9,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,6 a 10 personas,"PRIVADA NINGUNO 17, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PRIVADA,NINGUNO,CALLE,NARCISO MENDOZA,OTRO(ESPECIFIQUE),CULTIVO,PRIVADA,NINGUNO,17,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,068,,,,Fijo,2014-12,universo_productivo_amplio_314,19.20577329,-98.37807708,https://www.google.com/maps/search/?api=1&query=PRIVADA+NINGUNO+17+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20577329%2C-98.37807708,https://www.openstreetmap.org/?mlat=19.2057733&mlon=-98.3780771#map=19/19.2057733/-98.3780771,PENDIENTE,,,,,,,,,,,
3326347,21074315229001391002000000U7,TALLER DE MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE VENUSTIANO CARRANZA 20, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,VENUSTIANO CARRANZA,CALLE,IXTACUIXTLA SUR,CALLE,NINGUNO,CALLE,SAN MANUEL,20,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,056,2481322999,,,Fijo,2014-12,universo_productivo_amplio_314,19.20660052,-98.38074741,https://www.google.com/maps/search/?api=1&query=CALLE+VENUSTIANO+CARRANZA+20+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20660052%2C-98.38074741,https://www.openstreetmap.org/?mlat=19.2066005&mlon=-98.3807474#map=19/19.2066005/-98.3807474,PENDIENTE,,,,,,,,,,,
3326348,21074315229001403002000000U0,TALLER DE MAQUILA DE PANTALON DE MEZCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,11 a 30 personas,"CALLE NINGUNO 15, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,NINGUNO,CALLE,VENUSTIANO CARRANZA,CALLE,SAN MANUEL,CALLE,IXTACUIXTLA SUR,15,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,056,2481462395,,,Fijo,2014-12,universo_productivo_amplio_314,19.20615378,-98.38106673,https://www.google.com/maps/search/?api=1&query=CALLE+NINGUNO+15+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20615378%2C-98.38106673,https://www.openstreetmap.org/?mlat=19.2061538&mlon=-98.3810667#map=19/19.2061538/-98.3810667,PENDIENTE,,,,,,,,,,,
3326365,21074314991000141020000000U3,TALLER DE BORDADO,,314991,"Confecci�n, bordado y deshilado de productos textiles",produccion_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE ADOLFO LOPEZ MATEOS 3, LOCALIDAD SANTA ANA, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,ADOLFO LOPEZ MATEOS,CALLE,IXTACUIXTLA SUR,CALLE,PORFIRIO DIAZ,CALLE,TLACOTALPAN,3,,,,,,LOCALIDAD,SANTA ANA,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0167,001,,,,Fijo,2014-12,universo_productivo_amplio_314,19.20312208,-98.38162361,https://www.google.com/maps/search/?api=1&query=CALLE+ADOLFO+LOPEZ+MATEOS+3+LOCALIDAD+SANTA+ANA+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20312208%2C-98.38162361,https://www.openstreetmap.org/?mlat=19.2031221&mlon=-98.3816236#map=19/19.2031221/-98.3816236,PENDIENTE,,,,,,,,,,,
3427182,21074333291000022001000000U7,TALLER DE MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,11 a 30 personas,"CALLE PALMA 23, COLONIA CENTRO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,PALMA,PRIVADA,PRIVADA DE LA PALMA,CALLE,PROGRESO,CALLE,REAL DE PUEBLA,23,,,,0,,COLONIA,CENTRO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,014,2481282869,,,Fijo,2010-07,universo_productivo_amplio_314,19.20756904,-98.38135073,https://www.google.com/maps/search/?api=1&query=CALLE+PALMA+23+COLONIA+CENTRO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20756904%2C-98.38135073,https://www.openstreetmap.org/?mlat=19.2075690&mlon=-98.3813507#map=19/19.2075690/-98.3813507,PENDIENTE,,,,,,,,,,,
3427188,21074315229001062000000000U4,MAQUILA J-RING-O,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,0 a 5 personas,"CALLE TRIUNFO 3, COLONIA CENTRO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,TRIUNFO,CALLE,REAL DE PUEBLA,CALLE,PALMA,PRIVADA,PRIVADA DE LA PALMA,3,,,,,,COLONIA,CENTRO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,015,,,,Fijo,2010-07,universo_productivo_amplio_314,19.20766774,-98.38004855,https://www.google.com/maps/search/?api=1&query=CALLE+TRIUNFO+3+COLONIA+CENTRO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20766774%2C-98.38004855,https://www.openstreetmap.org/?mlat=19.2076677&mlon=-98.3800485#map=19/19.2076677/-98.3800485,PENDIENTE,,,,,,,,,,,
3427190,21074315229001243002000000U0,MAQUILA DE PANTALONES SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,maquila_textil,INCLUIR_MEDIA,RETENER,media,conservar_universo_productivo,Actividad perteneciente al universo productivo amplio sin señal húmeda prioritaria,6 a 10 personas,"PRIVADA PRIVADA DE LA PALMA 77, COLONIA CENTRO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PRIVADA,PRIVADA DE LA PALMA,CALLE,IXTACUIXTLA SUR,PRIVADA,NINGUNO,CALLE,TRIUNFO,77,,,,,,COLONIA,CENTRO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,0025,015,,,,Fijo,2010-07,universo_productivo_amplio_314,19.20763327,-98.37937063,https://www.google.com/maps/search/?api=1&query=PRIVADA+PRIVADA+DE+LA+PALMA+77+COLONIA+CENTRO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20763327%2C-98.37937063,https://www.openstreetmap.org/?mlat=19.2076333&mlon=-98.3793706#map=19/19.2076333/-98.3793706,PENDIENTE,,,,,,,,,,,
