id,clee,nombre_de_la_unidad_economica,raz_social,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,categoria_clasificacion,decision_clasificacion,per_ocu,direccion_completa_denue,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,cod_postal,localidad,municipio,entidad,ageb,manzana,telefono,correoelec,www,tipounieco,fecha_alta,universo_revision,latitud_revision,longitud_revision,url_busqueda_google_maps,url_punto_google_maps,url_openstreetmap,estado_revision_manual,establecimiento_encontrado,nombre_encontrado,giro_observado,evidencia_proceso_humedo,evidencia_mezclilla,decision_manual,confianza_revision,fuentes_consultadas,fecha_revision,revisor,notas_revision,decision_automatica_revision,fuente_inclusion_automatica
10086701,21074812210000601000000000U8,LAVANDERIA MEXICO,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,0 a 5 personas,"CALLE AQUILES SERDAN NORTE 8, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,AQUILES SERDAN NORTE,CALLE,SAN MARTIN,CALLE,CALLE DEL PRADO,CALLE,SAN MARTIN,8,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,190,18,2229026114,,,Fijo,2024-11,revision_fuera_universo_productivo,19.21429934,-98.38564064,https://www.google.com/maps/search/?api=1&query=CALLE+AQUILES+SERDAN+NORTE+8+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21429934%2C-98.38564064,https://www.openstreetmap.org/?mlat=19.2142993&mlon=-98.3856406#map=19/19.2142993/-98.3856406,COMPLETADO,SI,LAVANDERIA MEXICO,LAVANDERIA_COMERCIAL,SI,NO,EXCLUIR_LAVANDERIA_COMERCIAL,ALTA,GoogleMaps,17/08/2026,NAB,"Se localizó en la ubicación registrada una lavandería comercial que coincide con las coordenadas, por lo que se considera una coincidencia válida del establecimiento.",MANTENER_EN_REVISION,
8776900,21074812210000521000000000U8,LAVANDERIA MARY,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,0 a 5 personas,"CALLE REAL DE PUEBLA 10, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,REAL DE PUEBLA,OTRO(ESPECIFIQUE),CULTIVO,CALLE,IXTACUIXTLA SUR,CALLE,NARCISO MENDOZA,10,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,25,25,,,,Fijo,2019-11,revision_fuera_universo_productivo,19.20780984,-98.37742389,https://www.google.com/maps/search/?api=1&query=CALLE+REAL+DE+PUEBLA+10+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20780984%2C-98.37742389,https://www.openstreetmap.org/?mlat=19.2078098&mlon=-98.3774239#map=19/19.2078098/-98.3774239,COMPLETADO,SI,LAVANDERIA MARY,LAVANDERIA_COMERCIAL,SI,NO,EXCLUIR_LAVANDERIA_COMERCIAL,ALTA,GoogleMaps,17/08/2026,NAB,"Se localizó en la ubicación registrada una lavandería comercial que coincide con las coordenadas, por lo que se considera una coincidencia válida del establecimiento.",MANTENER_EN_REVISION,
3428103,21074812210000192001000000U8,LAVANDERIA NOVALAV,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,11 a 30 personas,"CALLE LINDA VISTA 3, COLONIA SANTA CRUZ, 74196, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,LINDA VISTA,CALLE,SAN BARTOLO,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,CALLE,DIVISION DEL NORTE,3,,,,,,COLONIA,SANTA CRUZ,74196,Santa Ana Xalmimilulco,Huejotzingo,Puebla,203,11,2211141002,,,Fijo,2010-07,revision_fuera_universo_productivo,19.21681889,-98.38075285,https://www.google.com/maps/search/?api=1&query=CALLE+LINDA+VISTA+3+COLONIA+SANTA+CRUZ+74196+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21681889%2C-98.38075285,https://www.openstreetmap.org/?mlat=19.2168189&mlon=-98.3807528#map=19/19.2168189/-98.3807528,COMPLETADO,SI,LAVANDERIA NOVALAV,LAANDERIA_INDUSTRIAL,SI,NO,INCLUIR_MEDIA ,ALTA,GoogleMaps,17/08/2026,NAB,"Se localizó en la ubicación una lavandería industrial coincidente con el establecimiento registrado. En las imágenes de Google Maps se observa que el inmueble se encontraba clausurado al momento de la captura; sin embargo, la evidencia permite confirmar la existencia y el giro industrial del establecimiento. Se mantiene dentro del análisis, señalando que su estado operativo actual no pudo ser confirmado.",MANTENER_EN_REVISION,
3428125,21074812210000182000000000U9,LAVANDERIA SANTA CECILIA,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,0 a 5 personas,"CALLE JOSEFA ORTIZ DE DOMINGUEZ 5, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,JOSEFA ORTIZ DE DOMINGUEZ,PRIVADA,NINGUNO,CALLE,SAN ANTONIO,BOULEVARD,RIO XOCHIAC,5,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,203,18,2225619194,,,Fijo,2010-07,revision_fuera_universo_productivo,19.21684215,-98.38284012,https://www.google.com/maps/search/?api=1&query=CALLE+JOSEFA+ORTIZ+DE+DOMINGUEZ+5+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21684215%2C-98.38284012,https://www.openstreetmap.org/?mlat=19.2168422&mlon=-98.3828401#map=19/19.2168422/-98.3828401,COMPLETADO,SI,LAVANDERIA LA NUEVA,LAVANDERIA_COMERCIAL,SI,NO,EXCLUIR_LAVANDERIA_COMERCIAL,ALTA,"GoogleMaps, Facebook",17/08/2026,NAB,"Se encontró en Google Maps, en una ubicación consistente con las coordenadas del registro DENUE, una lavandería con un nombre distinto. La evidencia disponible sugiere que se trata de una lavandería de carácter comercial y no industrial, ya que en su página de Facebook se identificaron promociones y tarifas dirigidas al público, incluyendo lavado de ropa por kilogramo y precios específicos para prendas como colchas y sábanas. Por ello, no se considera evidencia suficiente de actividad de lavado industrial.",MANTENER_EN_REVISION,
8089562,21074812210000471000000000U6,LAVANDERIA SANTY,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,0 a 5 personas,"CALLE PORFIRIO DIAZ 36, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,PORFIRIO DIAZ,PRIVADA,JUAREZ,PRIVADA,NINGUNO,CALLE,IXTACUIXTLA SUR,36,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,167,17,,,,Fijo,2019-11,revision_fuera_universo_productivo,19.20207742,-98.38492676,https://www.google.com/maps/search/?api=1&query=CALLE+PORFIRIO+DIAZ+36+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20207742%2C-98.38492676,https://www.openstreetmap.org/?mlat=19.2020774&mlon=-98.3849268#map=19/19.2020774/-98.3849268,COMPLETADO,SI,LAVANDERIA SANTI,LAVANDERIA_COMERCIAL,SI,NO,EXCLUIR_LAVANDERIA_COMERCIAL,ALTA,GoogleMaps,17/08/2026,NAB,"Se localizó en la ubicación registrada una lavandería comercial que coincide con las coordenadas, por lo que se considera una coincidencia válida del establecimiento.",MANTENER_EN_REVISION,
3428134,21074812210000223001000000U1,LAVANDERIA SANTA MONICA,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,31 a 50 personas,"CALLE ALAMOS 46, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,ALAMOS,CALLE,NINGUNO,CALLE,EMILIANO ZAPATA,BOULEVARD,RIO XOCHIAC,46,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,190,37,,LAVADOSANTAMONICA@YAHOO.COM.MX,,Fijo,2010-07,revision_fuera_universo_productivo,19.21429432,-98.38863919,https://www.google.com/maps/search/?api=1&query=CALLE+ALAMOS+46+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21429432%2C-98.38863919,https://www.openstreetmap.org/?mlat=19.2142943&mlon=-98.3886392#map=19/19.2142943/-98.3886392,COMPLETADO,SI,LAVANDERIA SANTA MONICA,LAVANDERIA_INDUSTRIAL,SI,SI,INCLUIR_ALTA,ALTA,"GoogleMaps, OpenStreet, Facebook",17/08/2026,NAB,"Se localizó el establecimiento en Google Maps, con coincidencia tanto en el nombre como en las coordenadas registradas. Adicionalmente, se encontró evidencia en línea que confirma su relación con el giro textil, por lo que se considera una coincidencia válida y se mantiene dentro del análisis.",INCLUIR_POR_MH,mh_filtrado
8089261,21074812210000431000000000U0,LAVANDERIA REY,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,0 a 5 personas,"PRIVADA 10 DE MAYO SN, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",PRIVADA,10 DE MAYO,CALLE,PRIMERO DE MAYO,PRIVADA,PRIMERO DE MAYO,PRIVADA,PRIVADA DE IXTACUIXTLA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,190,39,,,,Fijo,2019-11,revision_fuera_universo_productivo,19.21125165,-98.37655998,https://www.google.com/maps/search/?api=1&query=PRIVADA+10+DE+MAYO+SN+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21125165%2C-98.37655998,https://www.openstreetmap.org/?mlat=19.2112517&mlon=-98.3765600#map=19/19.2112517/-98.3765600,COMPLETADO,AMBIGUO,NA,NO_ENCONTRADO,NO,NO,EXCLUIR_NO_ENCONTRADO,MEDIA,GoogleMaps,17/08/2026,NAB,"No se encontró el establecimiento en los enlaces de mapas consultados ni mediante búsqueda directa en Google, por lo que no fue posible verificar su ubicación o existencia con las fuentes disponibles.",MANTENER_EN_REVISION,
8089452,21074812210000451001000000U8,LAVANDERIA RUGLAS,,812210,Lavander�as y tintorer�as,revisar_lavado_generico,REVISAR,6 a 10 personas,"CALLE ADOLFO LOPEZ MATEOS 18, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,ADOLFO LOPEZ MATEOS,CALLE,IXTACUIXTLA SUR,CALLE,PORFIRIO DIAZ,CALLE,SAN ISIDRO,18,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,167,6,2481771786,,,Fijo,2019-11,revision_fuera_universo_productivo,19.20291914,-98.3807764,https://www.google.com/maps/search/?api=1&query=CALLE+ADOLFO+LOPEZ+MATEOS+18+LOCALIDAD+SANTA+ANA+XALMIMILULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.20291914%2C-98.3807764,https://www.openstreetmap.org/?mlat=19.2029191&mlon=-98.3807764#map=19/19.2029191/-98.3807764,COMPLETADO,SI,LAVANDERIA GARY,LAVANDERIA_INDUSTRIAL,SI,SI,INCLUIR_ALTA,ALTA,GoogleMaps,17/08/2026,NAB,"Se localizó un establecimiento cuya ubicación y giro son consistentes con el registro de DENUE, aunque opera bajo un nombre distinto al registrado. Debido a la coincidencia espacial y a que la actividad observada es consistente con una lavandería industrial, se decidió incluir el establecimiento. Se deja constancia del nombre bajo el cual fue localizado para fines de trazabilidad y revisión.",INCLUIR_POR_MH,mh_filtrado
8692049,21074811499000183001000000U7,TALLER DE MAQUILA,,811499,Reparaci�n y mantenimiento de otros art�culos para el hogar y personales,revisar_maquila_sola,REVISAR,0 a 5 personas,"CALLE CALLE DEL REFUGIO SN, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,CALLE DEL REFUGIO,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,PRIVADA,NINGUNO,CALLE,SAN ANTONIO,,SN,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,203,18,,,,Fijo,2019-11,revision_fuera_universo_productivo,19.21599728,-98.38240275,https://www.google.com/maps/search/?api=1&query=CALLE+CALLE+DEL+REFUGIO+SN+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21599728%2C-98.38240275,https://www.openstreetmap.org/?mlat=19.2159973&mlon=-98.3824027#map=19/19.2159973/-98.3824027,COMPLETADO,NO,NA,NO_ENCONTRADO,NO,NO,EXCLUIR_NO_ENCONTRADO,BAJA,GoogleMaps,17/08/2026,NAB,"No se incluye el establecimiento, ya que no fue posible localizar concretamente la maquila en el edificio señalado ni encontrar evidencia en internet que confirme su existencia o giro. Como referencia de ubicación, en la esquina de Calle Refugio se identificó Paletería Dulcería Joli, asociada al número +52 248 128 5667, pero no se encontró información que permita vincular este negocio con la actividad registrada en DENUE.",MANTENER_EN_REVISION,
9051736,21074811499000172001000000U0,TALLER DE MAQUILA,,811499,Reparaci�n y mantenimiento de otros art�culos para el hogar y personales,revisar_maquila_sola,REVISAR,0 a 5 personas,"CALLE CALLE DEL REFUGIO 29, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",CALLE,CALLE DEL REFUGIO,PRIVADA,NINGUNO,BOULEVARD,RIO XOCHIAC,PRIVADA,NINGUNO,29,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,74169,Santa Ana Xalmimilulco,Huejotzingo,Puebla,203,18,,,,Fijo,2019-11,revision_fuera_universo_productivo,19.21530394,-98.38255817,https://www.google.com/maps/search/?api=1&query=CALLE+CALLE+DEL+REFUGIO+29+PUEBLO+SANTA+ANA+XALMIMINULCO+74169+Santa+Ana+Xalmimilulco+Huejotzingo+Puebla,https://www.google.com/maps/search/?api=1&query=19.21530394%2C-98.38255817,https://www.openstreetmap.org/?mlat=19.2153039&mlon=-98.3825582#map=19/19.2153039/-98.3825582,PENDIENTE,NO,NA,NO_ENCONTRADO,NO,NO,EXCLUIR_NO_ENCONTRADO,BAJA,GoogleMaps,18/08/2026,NAB,"No se incluye el establecimiento, ya que no fue posible localizar concretamente la maquila en el edificio señalado ni encontrar evidencia en internet que confirme su existencia o giro. Como referencia de ubicación, en la esquina de Calle Refugio se identificó Paletería Dulcería Joli, asociada al número +52 248 128 5667, pero no se encontró información que permita vincular este negocio con la actividad registrada en DENUE.",MANTENER_EN_REVISION,
