id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,latitud,longitud,fecha_alta,_id_key,en_universo_hidrico_preliminar,en_mh,resultado_comparacion,razon_situacion,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,nombre_clase_actividad_scian,tipounieco,direccion_completa,latitud_revision,longitud_revision,url_busqueda_google_maps,url_punto_google_maps,url_openstreetmap,fuente_inclusion_tentativa,origen_auditoria_manual,estado_revision_manual,establecimiento_encontrado,evidencia_textil,evidencia_mezclilla,evidencia_proceso_humedo,decision_manual,confianza_revision,fuentes_consultadas,fecha_revision,revisor,notas_revision,incluido_por_auditoria_usuario,decision_hidrica_automatica,decision_auditoria_especial,prioridad_auditoria_especial,causa_auditoria_especial,fuentes_auditoria_especial,prioridad_final_tentativa,decision_final_tentativa,fundamento_prioridad
10099363,21074315223001011000000000U4,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SAN ISIDRO,CALLE,IXTACUIXTLA SUR,CALLE,PORFIRIO DIAZ,CALLE,ADOLFO LOPEZ MATEOS,28,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0167,006,2271136906,,,19.20441257,-98.38004211,2024-11,10099363,True,False,SOLO_HIDRICO_PRELIMINAR,INCLUIDO_PRELIMINAR,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"CALLE SAN ISIDRO 28, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.20441257,-98.38004211,https://www.google.com/maps/search/?api=1&query=MAQUILA+DE+PANTALON+DE+MEZCLILLA+SIN+NOMBRE+CALLE+SAN+ISIDRO+28%2C+LOCALIDAD+SANTA+ANA+XALMIMILULCO%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.20441257%2C-98.38004211,https://www.openstreetmap.org/?mlat=19.2044126&mlon=-98.3800421#map=19/19.2044126/-98.3800421,MAQUILA_MEZCLILLA_AUTOMATICA,,,,,,,,,,,,,False,INCLUIR_POR_MEZCLILLA,NO_APLICA,media,,,media,INCLUIR_MEDIA,INCLUSION_PRECAUTORIA_MEZCLILLA_O_PRODUCTIVA
3326339,21074315229001291001000000U9,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,PRIVADA,NINGUNO,CALLE,NARCISO MENDOZA,OTRO(ESPECIFIQUE),CULTIVO,PRIVADA,NINGUNO,17,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,068,,,,19.20577329,-98.37807708,2014-12,3326339,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"PRIVADA NINGUNO 17, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.20577329,-98.37807708,https://www.google.com/maps/search/?api=1&query=MAQUILA+DE+PANTALON+DE+MEZCLILLA+SIN+NOMBRE+PRIVADA+NINGUNO+17%2C+LOCALIDAD+SANTA+ANA+XALMIMILULCO%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.20577329%2C-98.37807708,https://www.openstreetmap.org/?mlat=19.2057733&mlon=-98.3780771#map=19/19.2057733/-98.3780771,MAQUILA_MEZCLILLA_AUTOMATICA,,,,,,,,,,,,,False,INCLUIR_POR_MEZCLILLA,NO_APLICA,media,,,media,INCLUIR_MEDIA,INCLUSION_PRECAUTORIA_MEZCLILLA_O_PRODUCTIVA
3326083,21074315229001261000000000U2,MAQUILA DE PANTALON DE MESCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,RIO XOCHIAC,PRIVADA,NINGUNO,CALLE,REAL DE LA POSTA,CALLE,MELCHOR OCAMPO,1,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,007,,,,19.2142724,-98.37712002,2014-12,3326083,True,False,SOLO_HIDRICO_PRELIMINAR,INCLUIDO_PRELIMINAR,MAQUILA DE PANTALON DE MESCLILLA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"CALLE RIO XOCHIAC 1, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.2142724,-98.37712002,https://www.google.com/maps/search/?api=1&query=MAQUILA+DE+PANTALON+DE+MESCLILLA+CALLE+RIO+XOCHIAC+1%2C+LOCALIDAD+SANTA+ANA+XALMIMILULCO%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.2142724%2C-98.37712002,https://www.openstreetmap.org/?mlat=19.2142724&mlon=-98.3771200#map=19/19.2142724/-98.3771200,MAQUILA_MEZCLILLA_AUTOMATICA,,,,,,,,,,,,,False,INCLUIR_POR_MEZCLILLA,NO_APLICA,media,,,media,INCLUIR_MEDIA,INCLUSION_PRECAUTORIA_MEZCLILLA_O_PRODUCTIVA
3428151,21074315229001371002000000U9,MAQUILA DE PANTALON DE MESCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,CALLE DEL PRADO,CALLE,SAN MARTIN,CALLE,AQUILES SERDAN NORTE,CALLE,VIOLETAS PONIENTE,47,,,,,,COLONIA,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,010,2271530278,,,19.2131021,-98.38392209,2010-07,3428151,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR,MAQUILA DE PANTALON DE MESCLILLA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"CALLE CALLE DEL PRADO 47, COLONIA SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.2131021,-98.38392209,https://www.google.com/maps/search/?api=1&query=MAQUILA+DE+PANTALON+DE+MESCLILLA+CALLE+CALLE+DEL+PRADO+47%2C+COLONIA+SANTA+ANA+XALMIMINULCO%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.2131021%2C-98.38392209,https://www.openstreetmap.org/?mlat=19.2131021&mlon=-98.3839221#map=19/19.2131021/-98.3839221,MAQUILA_MEZCLILLA_AUTOMATICA,,,,,,,,,,,,,False,INCLUIR_POR_MEZCLILLA,NO_APLICA,media,,,media,INCLUIR_MEDIA,INCLUSION_PRECAUTORIA_MEZCLILLA_O_PRODUCTIVA
10780476,21074315229002521000000000U8,MAQUILA DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,INDUSTRIA,PRIVADA,NINGUNO,PRIVADA,INDUSTRIA (16 DE SEPTIEMBRE),PRIVADA,16 DE SEPTIEMBRE,,SN,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,013,,,,19.21314031,-98.37962658,2024-11,10780476,True,False,SOLO_HIDRICO_PRELIMINAR,INCLUIDO_PRELIMINAR,MAQUILA DE PANTALON,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"PRIVADA INDUSTRIA SN, COLONIA CENTRO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.21314031,-98.37962658,https://www.google.com/maps/search/?api=1&query=MAQUILA+DE+PANTALON+PRIVADA+INDUSTRIA+SN%2C+COLONIA+CENTRO%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.21314031%2C-98.37962658,https://www.openstreetmap.org/?mlat=19.2131403&mlon=-98.3796266#map=19/19.2131403/-98.3796266,AUDITORIA_MANUAL_MAQUILA,MAQUILA,COMPLETADO,SI,SI,SI,NO,INCLUIR_MEDIA,ALTA,GoogleMaps,,,"Se encontró un establecimiento consistente con la ubicación y la actividad registrada. Se incluye en la revisión por corresponder a maquila o fabricación de pantalón, actividad que, dado el contexto productivo local, se interpreta como probablemente asociada a prendas de mezclilla. Esta asociación se considera una inferencia y no una confirmación directa del material ni de la presencia de procesos húmedos.",True,REVISAR,NO_APLICA,media,,,media,INCLUIR_MEDIA,DICTAMEN_MANUAL_COMPLETADO
3326144,21074315229001331001000000U3,MAQUILA DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLE,PERITAS,CALLE,VIOLETAS PONIENTE,PRIVADA,NINGUNO,CALLE,EL REBOZO,12,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,017,,,,19.21211183,-98.38435472,2014-12,3326144,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO,MAQUILA DE PANTALON,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"CALLE PERITAS 12, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.21211183,-98.38435472,https://www.google.com/maps/search/?api=1&query=MAQUILA+DE+PANTALON+CALLE+PERITAS+12%2C+LOCALIDAD+SANTA+ANA+XALMIMILULCO%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.21211183%2C-98.38435472,https://www.openstreetmap.org/?mlat=19.2121118&mlon=-98.3843547#map=19/19.2121118/-98.3843547,,MAQUILA,COMPLETADO,NO,SI,NO,NO,EXCLUIR_NO_ENCONTRADO,MEDIA,GoogleMaps,21/08/2026,NAB,"No se encontró en Google Maps un edificio cuyas características fueran consistentes con una maquila de gran tamaño o con instalaciones que sugirieran actividades con uso relevante de agua. Tampoco se identificó en la ubicación señalada algún elemento que permitiera inferir claramente el giro registrado. Adicionalmente, el nombre reportado en DENUE no permitió localizar información relacionada en internet y el registro no contaba con número telefónico que facilitara su verificación. Por estas razones, no fue posible confirmar el establecimiento mediante la revisión documental.",False,REVISAR,NO_APLICA,media,,,,NO_INCLUIDO_EN_TENTATIVO,SOLO_REFERENCIA_MH_SIN_PRIORIDAD_PROPIA
9890180,21074315229001431000000000U1,MAQUILA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,BOULEVARD,RIO XOCHIAC,PRIVADA,NINGUNO,CALLE,SAN MARTIN,CALLE,AQUILES SERDAN NORTE,20,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,023,2276903549,,,19.21564564,-98.38667684,2024-11,9890180,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR,MAQUILA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"BOULEVARD RIO XOCHIAC 20, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.21564564,-98.38667684,https://www.google.com/maps/search/?api=1&query=MAQUILA+BOULEVARD+RIO+XOCHIAC+20%2C+PUEBLO+SANTA+ANA+XALMIMINULCO%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.21564564%2C-98.38667684,https://www.openstreetmap.org/?mlat=19.2156456&mlon=-98.3866768#map=19/19.2156456/-98.3866768,AUDITORIA_MANUAL_MAQUILA,MAQUILA,COMPLETADO,SI,SI,SI,SI,INCLUR_ALTA,ALTA,GoogleMaps,21/08/2026,NAB,"Se encontró un establecimiento consistente con las coordenadas registradas y con el giro de fabricación de jeans, por lo que se considera evidencia suficiente para respaldar su identificación como actividad textil relacionada con la producción de mezclilla.",True,REVISAR,NO_APLICA,media,,,alta,INCLUIR_ALTA,DICTAMEN_MANUAL_COMPLETADO
11528292,21074315229002771000000000U9,MAQUILA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,CALLE DEL REFUGIO,PRIVADA,NINGUNO,BOULEVARD,RIO XOCHIAC,PRIVADA,NINGUNO,27,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,018,,,,19.21564625,-98.38248143,2024-11,11528292,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO,MAQUILA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"CALLE CALLE DEL REFUGIO 27, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.21564625,-98.38248143,https://www.google.com/maps/search/?api=1&query=MAQUILA+CALLE+CALLE+DEL+REFUGIO+27%2C+PUEBLO+SANTA+ANA+XALMIMINULCO%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.21564625%2C-98.38248143,https://www.openstreetmap.org/?mlat=19.2156462&mlon=-98.3824814#map=19/19.2156462/-98.3824814,,MAQUILA,COMPLETADO,NO,SI,NO,NO,EXCLUIR_NO_ENCONTRADO,MEDIA,GoogleMaps,21/08/2026,NAB,"No se encontró evidencia suficiente para identificar el establecimiento y, adicionalmente, **las coordenadas registradas no coincidían de manera exacta con la dirección proporcionada**, lo que impidió confirmar con certeza su ubicación y actividad económica.",False,REVISAR,NO_APLICA,media,,,,NO_INCLUIDO_EN_TENTATIVO,SOLO_REFERENCIA_MH_SIN_PRIORIDAD_PROPIA
10494863,21074315229002341000000000U1,MAQUILA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SANTA CRUZ,CALLE,LINDA VISTA,CALLE,SAN MIGUEL,CALLE,LINDA VISTA,5,,,,,,COLONIA,SANTA CRUZ,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,016,,,,19.21628419,-98.38036616999999,2024-11,10494863,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR,MAQUILA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"CALLE SANTA CRUZ 5, COLONIA SANTA CRUZ, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.21628419,-98.38036617,https://www.google.com/maps/search/?api=1&query=MAQUILA+CALLE+SANTA+CRUZ+5%2C+COLONIA+SANTA+CRUZ%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.21628419%2C-98.38036617,https://www.openstreetmap.org/?mlat=19.2162842&mlon=-98.3803662#map=19/19.2162842/-98.3803662,AUDITORIA_MANUAL_MAQUILA,MAQUILA,COMPLETADO,SI,SI,NO,NO,INCLUR_MEDIA,ALTA,GoogleMaps,21/08/2026,NAB,"Se encontró en la ubicación señalada un establecimiento consistente con la actividad económica de maquila y de dimensiones considerables. Por sus características se clasifica como un sitio con posible presencia de procesos húmedos y uso relevante de agua; sin embargo, esta actividad no pudo confirmarse directamente, por lo que se mantiene como una inferencia para fines de priorización y revisión.",True,REVISAR,NO_APLICA,media,,,media,INCLUIR_MEDIA,DICTAMEN_MANUAL_COMPLETADO
3538483,21074315229001255003000000U4,HERA APPAREL,HERA APPAREL,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,51 a 100 personas,OTRO(ESPECIFIQUE),PORFIRIO D�AZ,CALLE,NUEVO M�XICO,OTRO(ESPECIFIQUE),ARROYO,OTRO(ESPECIFIQUE),ARROYO,,SN,,,,,COLONIA,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0167,016,,MARTIN.JUAREZ@HERA.COM.MX,,19.19542489,-98.38726817,2010-07,3538483,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR,HERA APPAREL,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"OTRO(ESPECIFIQUE) PORFIRIO D�AZ SN, COLONIA SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.19542489,-98.38726817,https://www.google.com/maps/search/?api=1&query=HERA+APPAREL+OTRO%28ESPECIFIQUE%29+PORFIRIO+D%EF%BF%BDAZ+SN%2C+COLONIA+SANTA+ANA+XALMIMILULCO%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.19542489%2C-98.38726817,https://www.openstreetmap.org/?mlat=19.1954249&mlon=-98.3872682#map=19/19.1954249/-98.3872682,AUDITORIA_MANUAL_PRODUCCION,PRODUCCION,COMPLETADO,SI,SI,SI,SI,INCLUIR_ALTA,ALTA,GoogleMaps,,,"Se encontró un establecimiento consistente en nombre, ubicación y giro con el registro, además de fuerte evidencia de procesos húmedos asociados a la actividad textil. Por ello, se incluye como un establecimiento de alta relevancia hídrica para la revisión.",True,REVISAR,NO_APLICA,media,,,alta,INCLUIR_ALTA,DICTAMEN_MANUAL_COMPLETADO
11303687,21074315223001141000000000U9,MAQUILADORA,MAQUILADORA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SAN BARTOLO,CALLE,DIVISION DEL NORTE,CALLE,10 DE SEPTIEMBRE,CALLE,JAZMINES,,SN,,,,,COLONIA,SANTA CRUZ,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,022,,,,19.21829718,-98.38236538,2024-11,11303687,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO,MAQUILADORA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"CALLE SAN BARTOLO SN, COLONIA SANTA CRUZ, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.21829718,-98.38236538,https://www.google.com/maps/search/?api=1&query=MAQUILADORA+CALLE+SAN+BARTOLO+SN%2C+COLONIA+SANTA+CRUZ%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.21829718%2C-98.38236538,https://www.openstreetmap.org/?mlat=19.2182972&mlon=-98.3823654#map=19/19.2182972/-98.3823654,,MAQUILA,COMPLETADO,NO,SI,NO,NO,EXCLUIR_NO_ENCONTRADO,MEDIA,GoogleMaps,21/08/2026,NAB,"No se encontró evidencia suficiente para identificar el establecimiento y, adicionalmente, **las coordenadas registradas no coincidían de manera exacta con la dirección proporcionada**, lo que impidió confirmar con certeza su ubicación y actividad económica.",False,REVISAR,NO_APLICA,media,,,,NO_INCLUIDO_EN_TENTATIVO,SOLO_REFERENCIA_MH_SIN_PRIORIDAD_PROPIA
9890969,21074315229002451000000000U8,MAQUILADORA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,PRIVADA,JOSEFA ORTIZ DE DOMINGUEZ,CALLE,CALLE DEL REFUGIO,BOULEVARD,RIO XOCHIAC,,SN,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,017,,,,19.21669814,-98.38203417,2024-11,9890969,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR,MAQUILADORA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"CALLE JOSEFA ORTIZ DE DOMINGUEZ SN, PUEBLO SANTA ANA XALMIMINULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.21669814,-98.38203417,https://www.google.com/maps/search/?api=1&query=MAQUILADORA+CALLE+JOSEFA+ORTIZ+DE+DOMINGUEZ+SN%2C+PUEBLO+SANTA+ANA+XALMIMINULCO%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.21669814%2C-98.38203417,https://www.openstreetmap.org/?mlat=19.2166981&mlon=-98.3820342#map=19/19.2166981/-98.3820342,AUDITORIA_MANUAL_MAQUILA,MAQUILA,COMPLETADO,SI,SI,NO,NO,INCLUIR_MEDIA,MEDIA,GoogleMaps,21/08/2026,NAB,"Se encontró un establecimiento consistente con la actividad económica registrada y con la ubicación señalada; sin embargo, no se identificaron señales adicionales de procesos húmedos ni evidencia que permitiera confirmar actividades de lavado, teñido o acabado con uso relevante de agua.",True,REVISAR,NO_APLICA,media,,,media,INCLUIR_MEDIA,DICTAMEN_MANUAL_COMPLETADO
8090624,21074315229001991000000000U4,MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,AQUILES SERDAN SUR,CALLE,DOMINGO ARENAS,CALLE,MUCIO MARTINEZ,PRIVADA,NINGUNO,3,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,030,,,,19.21072001,-98.38599797999998,2019-11,8090624,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR,MAQUILA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"CALLE AQUILES SERDAN SUR 3, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.21072001,-98.38599798,https://www.google.com/maps/search/?api=1&query=MAQUILA+SIN+NOMBRE+CALLE+AQUILES+SERDAN+SUR+3%2C+LOCALIDAD+SANTA+ANA+XALMIMILULCO%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.21072001%2C-98.38599798,https://www.openstreetmap.org/?mlat=19.2107200&mlon=-98.3859980#map=19/19.2107200/-98.3859980,AUDITORIA_MANUAL_MAQUILA,MAQUILA,COMPLETADO,SI,SI,NO,NO,INCLUIR_MEDIA,MEDIA,GoogleMaps,21/08/2026,NAB,"Se encontró un establecimiento consistente con la actividad económica registrada y con la ubicación señalada; sin embargo, no se identificaron señales adicionales de procesos húmedos ni evidencia que permitiera confirmar actividades de lavado, teñido o acabado con uso relevante de agua.",True,REVISAR,NO_APLICA,media,,,media,INCLUIR_MEDIA,DICTAMEN_MANUAL_COMPLETADO
6450047,21074315229000221000000000U7,MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PROLONGACION,RAFAEL SERRANO,CALLE,AQUILES SERDAN SUR,CALLE,SAN MIGUEL,PRIVADA,AQUILES SERDAN,24,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,018,,,,19.20830831,-98.38765488,2010-07,6450047,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR,MAQUILA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"PROLONGACION RAFAEL SERRANO 24, LOCALIDAD SANTA ANA XALMIMILULCO, 74169, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.20830831,-98.38765488,https://www.google.com/maps/search/?api=1&query=MAQUILA+SIN+NOMBRE+PROLONGACION+RAFAEL+SERRANO+24%2C+LOCALIDAD+SANTA+ANA+XALMIMILULCO%2C+74169%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.20830831%2C-98.38765488,https://www.openstreetmap.org/?mlat=19.2083083&mlon=-98.3876549#map=19/19.2083083/-98.3876549,AUDITORIA_MANUAL_MAQUILA,MAQUILA,COMPLETADO,SI,SI,NO,NO,INCLUIR_MEDIA,MEDIA,GoogleMaps,21/08/2026,NAB,"Se encontró un establecimiento consistente con la actividad económica registrada y con la ubicación señalada; sin embargo, no se identificaron señales adicionales de procesos húmedos ni evidencia que permitiera confirmar actividades de lavado, teñido o acabado con uso relevante de agua.",True,REVISAR,NO_APLICA,media,,,media,INCLUIR_MEDIA,DICTAMEN_MANUAL_COMPLETADO
11290346,21074315229002791000000000U7,MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SAN BARTOLO,CALLE,LINDA VISTA,CALLE,DIVISION DEL NORTE,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,24,,,,,,COLONIA,SANTA CRUZ,,,,74196,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,011,,,,19.21773323,-98.38130892,2024-11,11290346,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR,MAQUILA SIN NOMBRE,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,Fijo,"CALLE SAN BARTOLO 24, COLONIA SANTA CRUZ, 74196, Santa Ana Xalmimilulco, Huejotzingo, Puebla",19.21773323,-98.38130892,https://www.google.com/maps/search/?api=1&query=MAQUILA+SIN+NOMBRE+CALLE+SAN+BARTOLO+24%2C+COLONIA+SANTA+CRUZ%2C+74196%2C+Santa+Ana+Xalmimilulco%2C+Huejotzingo%2C+Puebla+Puebla+M%C3%A9xico,https://www.google.com/maps/search/?api=1&query=19.21773323%2C-98.38130892,https://www.openstreetmap.org/?mlat=19.2177332&mlon=-98.3813089#map=19/19.2177332/-98.3813089,AUDITORIA_MANUAL_MAQUILA,MAQUILA,COMPLETADO,SI,SI,NO,NO,INCLUIR_MEDIA,MEDIA,GoogleMaps,21/08/2026,NAB,"Se encontró un establecimiento consistente con la actividad económica registrada y con la ubicación señalada; sin embargo, no se identificaron señales adicionales de procesos húmedos ni evidencia que permitiera confirmar actividades de lavado, teñido o acabado con uso relevante de agua.",True,REVISAR,NO_APLICA,media,,,media,INCLUIR_MEDIA,DICTAMEN_MANUAL_COMPLETADO
