id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta,_id_key,en_universo_hidrico_preliminar,en_mh,resultado_comparacion,razon_situacion
10099363,21074315223001011000000000U4,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SAN ISIDRO,CALLE,IXTACUIXTLA SUR,CALLE,PORFIRIO DIAZ,CALLE,ADOLFO LOPEZ MATEOS,28,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0167,006,2271136906,,,Fijo,19.20441257,-98.38004211,2024-11,10099363,True,False,SOLO_HIDRICO_PRELIMINAR,INCLUIDO_PRELIMINAR
3326339,21074315229001291001000000U9,MAQUILA DE PANTALON DE MEZCLILLA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,PRIVADA,NINGUNO,CALLE,NARCISO MENDOZA,OTRO(ESPECIFIQUE),CULTIVO,PRIVADA,NINGUNO,17,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,068,,,,Fijo,19.20577329,-98.37807708,2014-12,3326339,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
3326083,21074315229001261000000000U2,MAQUILA DE PANTALON DE MESCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,RIO XOCHIAC,PRIVADA,NINGUNO,CALLE,REAL DE LA POSTA,CALLE,MELCHOR OCAMPO,1,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,007,,,,Fijo,19.2142724,-98.37712002,2014-12,3326083,True,False,SOLO_HIDRICO_PRELIMINAR,INCLUIDO_PRELIMINAR
3428151,21074315229001371002000000U9,MAQUILA DE PANTALON DE MESCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,CALLE DEL PRADO,CALLE,SAN MARTIN,CALLE,AQUILES SERDAN NORTE,CALLE,VIOLETAS PONIENTE,47,,,,,,COLONIA,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,010,2271530278,,,Fijo,19.2131021,-98.38392209,2010-07,3428151,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
10780476,21074315229002521000000000U8,MAQUILA DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,INDUSTRIA,PRIVADA,NINGUNO,PRIVADA,INDUSTRIA (16 DE SEPTIEMBRE),PRIVADA,16 DE SEPTIEMBRE,,SN,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,013,,,,Fijo,19.21314031,-98.37962658,2024-11,10780476,True,False,SOLO_HIDRICO_PRELIMINAR,INCLUIDO_PRELIMINAR
3326144,21074315229001331001000000U3,MAQUILA DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLE,PERITAS,CALLE,VIOLETAS PONIENTE,PRIVADA,NINGUNO,CALLE,EL REBOZO,12,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,017,,,,Fijo,19.21211183,-98.38435472,2014-12,3326144,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO
9890180,21074315229001431000000000U1,MAQUILA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,BOULEVARD,RIO XOCHIAC,PRIVADA,NINGUNO,CALLE,SAN MARTIN,CALLE,AQUILES SERDAN NORTE,20,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,023,2276903549,,,Fijo,19.21564564,-98.38667684,2024-11,9890180,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
11528292,21074315229002771000000000U9,MAQUILA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,CALLE DEL REFUGIO,PRIVADA,NINGUNO,BOULEVARD,RIO XOCHIAC,PRIVADA,NINGUNO,27,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,018,,,,Fijo,19.21564625,-98.38248143,2024-11,11528292,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO
10494863,21074315229002341000000000U1,MAQUILA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SANTA CRUZ,CALLE,LINDA VISTA,CALLE,SAN MIGUEL,CALLE,LINDA VISTA,5,,,,,,COLONIA,SANTA CRUZ,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,016,,,,Fijo,19.21628419,-98.38036616999999,2024-11,10494863,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
3538483,21074315229001255003000000U4,HERA APPAREL,HERA APPAREL,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,51 a 100 personas,OTRO(ESPECIFIQUE),PORFIRIO D�AZ,CALLE,NUEVO M�XICO,OTRO(ESPECIFIQUE),ARROYO,OTRO(ESPECIFIQUE),ARROYO,,SN,,,,,COLONIA,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0167,016,,MARTIN.JUAREZ@HERA.COM.MX,,Fijo,19.19542489,-98.38726817,2010-07,3538483,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
11303687,21074315223001141000000000U9,MAQUILADORA,MAQUILADORA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SAN BARTOLO,CALLE,DIVISION DEL NORTE,CALLE,10 DE SEPTIEMBRE,CALLE,JAZMINES,,SN,,,,,COLONIA,SANTA CRUZ,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,022,,,,Fijo,19.21829718,-98.38236538,2024-11,11303687,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO
9890969,21074315229002451000000000U8,MAQUILADORA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,PRIVADA,JOSEFA ORTIZ DE DOMINGUEZ,CALLE,CALLE DEL REFUGIO,BOULEVARD,RIO XOCHIAC,,SN,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,017,,,,Fijo,19.21669814,-98.38203417,2024-11,9890969,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
8090624,21074315229001991000000000U4,MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,AQUILES SERDAN SUR,CALLE,DOMINGO ARENAS,CALLE,MUCIO MARTINEZ,PRIVADA,NINGUNO,3,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,030,,,,Fijo,19.21072001,-98.38599797999998,2019-11,8090624,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
6450047,21074315229000221000000000U7,MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PROLONGACION,RAFAEL SERRANO,CALLE,AQUILES SERDAN SUR,CALLE,SAN MIGUEL,PRIVADA,AQUILES SERDAN,24,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,018,,,,Fijo,19.20830831,-98.38765488,2010-07,6450047,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
11290346,21074315229002791000000000U7,MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SAN BARTOLO,CALLE,LINDA VISTA,CALLE,DIVISION DEL NORTE,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,24,,,,,,COLONIA,SANTA CRUZ,,,,74196,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,011,,,,Fijo,19.21773323,-98.38130892,2024-11,11290346,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
10398573,21074315229002952000000000U5,MAQUILA SIN NOMBRE,MAQUILA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLE,CALLE DEL REFUGIO,CALLEJON,CALLEJON DEL REFUGIO,CALLE,REFORMA,CALLE,PROVIDENCIA,,SN,,,,,COLONIA,PRIMER SECCION,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,001,,,,Fijo,19.21243201,-98.38333904,2024-11,10398573,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO
11359086,21074315223000331000000000U7,MAQUILA SIN NOMBRE,,315223,Confecci�n en serie de uniformes,0 a 5 personas,PRIVADA,LOS PINOS,CALLE,NARCISO MENDOZA,OTRO(ESPECIFIQUE),NINGUNO,PRIVADA,NINGUNO,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,066,,,,Fijo,19.20665368,-98.37851665,2024-11,11359086,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO
3428048,21074315229000581000000000U4,MAQUILA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SAN ANTONIO,CALLE,EL VOLCAN,CALLE,AQUILES SERDAN SUR,CALLEJON,VOLCANCITO,40,,,,,,COLONIA,SAN ANTONIO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,046,2271120507,,,Fijo,19.20901077,-98.3860345,2010-07,3428048,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO
8088970,21074315229001671000000000U2,MAQUILADORA DE PANTALONES DE MEZCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,IXTACUIXTLA NORTE,CALLE,GLORIA,PRIVADA,SEGUNDA IXTACUIXTLA,PRIVADA,PRIVADA DE LA GLORIA,8,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,047,,,,Fijo,19.20894047,-98.37831876,2019-11,8088970,True,False,SOLO_HIDRICO_PRELIMINAR,INCLUIDO_PRELIMINAR
3428321,21074812210000051011000000U6,LAVANDERIA Y TERMINADOS G C,,313310,Acabado de productos textiles,6 a 10 personas,CALLE,MAGNOLIA,CALLE,16 DE SEPTIEMBRE,CALLE,INDUSTRIA,PRIVADA,16 DE SEPTIEMBRE,5,,,,0,A,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,013,2481631503,TERMINADOS.GC@HOTMAIL.COM,,Fijo,19.21176794,-98.37981608,2010-07,3428321,True,False,SOLO_HIDRICO_PRELIMINAR,INCLUIDO_PRELIMINAR
11313187,21074315229002392000000000U4,MAQUILLADORA SOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLE,ALAMOS,CALLE,AQUILES SERDAN NORTE,CALLE,CUHACTEMOCZINT,BOULEVARD,RIO XOCHIAC,32,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,023,2213880554,,,Fijo,19.21339607,-98.38622131000001,2024-11,11313187,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
6272576,21074313310000034103000000U4,LAVADOS NACIONALES,LAVADOS NACIONALES,313310,Acabado de productos textiles,51 a 100 personas,OTRO(ESPECIFIQUE),SANTA ANA XALMIMILULCO KM 2+500,AVENIDA,AVENIDA DE LOS ZAPADORES,AVENIDA,AVENIDA DE LA P�LVORA,PEATONAL,NINGUNO,2500,,,,,,COLONIA,LA LAGUNILLA,,,,74160,21,Puebla,074,Huejotzingo,0093,Los Encinos,0097,800,,MARTIN.JUAREZ@HERA.COM.MX,,Fijo,19.17826146,-98.40035305000002,2010-07,6272576,False,True,SOLO_MH,NO_CALIFICA_AUN_O_FUERA_AREA
10416578,21074315229002972000000000U3,MAQUILLADORA SIN NOMBRE,MAQUILADORA,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,CALLE,LINDA VISTA,CALLE,DIVISION DEL NORTE,CALLE,SAN BARTOLO,,SN,,,,,COLONIA,SANTA CRUZ,,,,74196,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,011,,,,Fijo,19.21669662,-98.38173764,2024-11,10416578,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
10122074,21074315229000271000000000U2,MAQUILLADORA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLEJON,EL NOPALITO,CALLE,CALLE DEL REFUGIO,CALLE,SAN MARTIN,CALLEJON,SAN CAMILITO,13,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,011,,,,Fijo,19.21349943,-98.38328084,2024-11,10122074,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
11521781,21074315229002362000000000U7,MAQUILLADORA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,6 a 10 personas,CALLE,LINDA VISTA,CALLE,SANTA CRUZ,BOULEVARD,RIO XOCHIAC,CALLE,SAN MIGUEL,8,,,,,,COLONIA,SANTA CRUZ,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,016,,,,Fijo,19.21535967,-98.38111473,2024-11,11521781,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO
9804661,21074315229002591000000000U1,MAQUILLA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,PRIVADA DEL REFUGIO,BOULEVARD,RIO XOCHIAC,PRIVADA,NINGUNO,CALLE,PROVIDENCIA,,SN,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,005,,,,Fijo,19.21433021,-98.38261209,2024-11,9804661,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO
3428228,21074315229000811002000000U5,MAQUILAR PANTALON DE MEZCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,GLORIA,PRIVADA,PRIVADA DE LA GLORIA,CALLE,IXTACUIXTLA NORTE,CALLE,JUAN PIZACO,4,A,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,047,,,,Fijo,19.20875293,-98.37822862000002,2010-07,3428228,True,False,SOLO_HIDRICO_PRELIMINAR,INCLUIDO_PRELIMINAR
8089455,21074315229001911000000000U2,MAQUILADORA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,ADOLFO LOPEZ MATEOS,CALLE,IXTACUIXTLA SUR,CALLE,PORFIRIO DIAZ,CALLE,SAN ISIDRO,3,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0167,006,,,,Fijo,19.20381827,-98.38323307,2019-11,8089455,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO
3427200,21074315229000551000000000U7,PRETINA Y PRESILLA DE PANTALON DE MEZCLILLA SIN NOMBRE,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,NINGUNO,CALLE,NARCISO MENDOZA,OTRO(ESPECIFIQUE),CULTIVO,PRIVADA,NINGUNO,6,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,068,,,,Fijo,19.20630768,-98.37806532,2010-07,3427200,True,False,SOLO_HIDRICO_PRELIMINAR,INCLUIDO_PRELIMINAR
3428329,21074812210000243010000000U9,POLIPROCESO,LIC DANIEL DAVILA ROMERO,313310,Acabado de productos textiles,11 a 30 personas,CALLE,PRIMERO DE MAYO,PRIVADA,PRIVADA DE IXTACUIXTLA,CALLE,JUAN PIZACO,CALLE,IXTACUIXTLA NORTE,1,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,038,2272769418,POLIPROCESO@HOTMAIL.COM,,Fijo,19.21009567,-98.37624609,2010-07,3428329,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
3428080,21074315229000661000000000U4,TALLER DE COSTURA DE PANTALON DE MESCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,PRIMAVERA,CALLE,MELCHOR OCAMPO,CALLE,RIO XOCHIAC,CALLE,RIO XOCHIAC,5,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,007,2271530036,,,Fijo,19.21465783,-98.37527847000001,2010-07,3428080,True,False,SOLO_HIDRICO_PRELIMINAR,INCLUIDO_PRELIMINAR
11179294,21074315223000911000000000U6,TALLER DE TERMINADO,,315223,Confecci�n en serie de uniformes,0 a 5 personas,CALLE,SANTA MARIA,CALLE,SANTA MARIA,CALLE,FRONTERA,CALLE,SAN MATEO,8,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,029,2481252626,,,Fijo,19.21053326,-98.3916904,2024-11,11179294,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
3427899,21074315229000831002000000U3,TALLER DE MAQUILA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,MELCHOR OCAMPO,CALLE,DOMINGO ARENAS,CALLE,NINGUNO,CALLE,REFORMA,4,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,009,2214010689,,,Fijo,19.21085093,-98.38389696,2010-07,3427899,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
3427858,21074314991000122002000000U3,TALLER DE MAQUILA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,BENITO JUAREZ,CALLE,SALTO DEL AGUA,PRIVADA,EX-HACIENDA DE ARRIBA,CALLE,BENITO JUAREZ,13,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,026,2271084196,,,Fijo,19.21038837,-98.38802293000002,2010-07,3427858,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
3427268,21074315229000111002000000U0,TALLER DE MAQUILA DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SAN ISIDRO,CALLE,IXTACUIXTLA SUR,CALLE,NINGUNO,CALLE,SAN MANUEL,20,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,057,,,,Fijo,19.20462826,-98.38071348,2010-07,3427268,False,True,SOLO_MH,AUDITORIA_MANUAL:EXCLUIR_NO_ENCONTRADO
8090455,21074315229001931000000000U0,TALLER DE MAQUILA DE MEZCLILLA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,SANDOVAL,PRIVADA,SAN MARTIN,CALLEJON,SAN MARTIN,BOULEVARD,RIO XOCHIAC,52,,,,,,PUEBLO,SANTA ANA XALMININULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,019,,,,Fijo,19.21440504,-98.38432233999998,2019-11,8090455,True,True,EN_AMBOS,INCLUIDO_PRELIMINAR
