id,clee,nombre_de_la_unidad_economica,codigo_de_la_clase_actividad_scian,source_folder,categoria_relevancia_ambiental,palabras_clave_detectadas,distancia_hidrografia_m,rango_distancia_hidrografia,latitud,longitud,nota_metodologica
10070109,21074812210000981000000000U4,LAVANDERIA JUQUILITA,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,46.680596086480165,0-100 m,19.16464599,-98.41176424,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10118182,21074812210000811000000000U3,CLEAN CLOTHES,812210,agebs\huejotzingo,revisar,,604.9447386743516,500-1000 m,19.14838929,-98.40590617,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10183338,21074315225000241000000000U3,TALLER DE COSTURA Y VENTA DE HUARACHES SIN NOMBRE,315225,agebs\huejotzingo,media_relevancia_ambiental,costura,127.27981607851723,100-250 m,19.16037523,-98.40969749,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10205167,21074313210000083000000000U3,BODEGA PUNTO FINO EN TELAS,313210,agebs\huejotzingo,revisar,,1062.5231882058863,>1000 m,19.16269282,-98.38682009,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10279073,21074812210000841000000000U0,LAVANDERIA SIN NOMBRE,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,341.4405841073572,250-500 m,19.17748238,-98.39006779,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10340864,21074812210000731000000000U3,TINTOWASH,812210,agebs\huejotzingo,revisar,,1184.0365846332002,>1000 m,19.16123838,-98.40864821,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10414011,21074315224000071000000000U7,ELABORACION DE MASCARAS ARTESANALES,315224,agebs\huejotzingo,media_relevancia_ambiental,,364.02611220584606,250-500 m,19.16203436,-98.39986232,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10501043,21074812210000801000000000U4,LAVANDERIA RAPIDI WUASH,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,532.6146971833612,500-1000 m,19.14960063,-98.40921251,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10523798,21074811499000291000000000U8,CONFECCIONES Y COSTURAS ZIC ZAC,811499,agebs\huejotzingo,media_relevancia_ambiental,confeccion; costura,466.8031505167743,250-500 m,19.16107157,-98.40428645,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10799209,21074811410000291000000000U5,REPARADORA DE LAVADORAS,811410,agebs\huejotzingo,alta_relevancia_ambiental,lavado,264.46759328593674,250-500 m,19.13788635,-98.41426237,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10819893,21074314991000251000000000U0,BORDADOS SIN NOMBRE,314991,agebs\huejotzingo,media_relevancia_ambiental,bordado,1030.567286270334,>1000 m,19.15990025,-98.40534525,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10866423,21074812210000943000000000U4,LAVANDERIA SAN JOSE,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,375.32439055978523,250-500 m,19.17149897,-98.40465013,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10940394,21074315225000211000000000U6,CONFECCIONES DE ROPA PALACIOS,315225,agebs\huejotzingo,media_relevancia_ambiental,confeccion,729.1511138506149,500-1000 m,19.1530422,-98.4088014,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10941241,21074812210000781000000000U8,LAVANDERIA BURBUJAS,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,187.2076449665989,100-250 m,19.17848924,-98.38776675,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11054153,21074315229002551000000000U5,TALLER DE MAQUILA SIN NOMBRE,315229,agebs\huejotzingo,media_relevancia_ambiental,maquila,594.2267580683227,500-1000 m,19.16289243,-98.40507247,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11085776,21074812210000721000000000U4,LAUNDRY BOUTIQUE,812210,agebs\huejotzingo,alta_relevancia_ambiental,laundry,28.10074300245525,0-100 m,19.17378594,-98.3833149,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11255589,21074812210000961000000000U6,LAVANDERIA NATALI,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,537.5603044903331,500-1000 m,19.14298651,-98.41374356,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11273322,21074315229002401000000000U3,CONFECCIONES DAGAZA,315229,agebs\huejotzingo,media_relevancia_ambiental,confeccion,743.9019305234224,500-1000 m,19.14274321,-98.41486508,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11315354,21074315225000231000000000U4,SASTRERIA SIN NOMBRE,315225,agebs\huejotzingo,media_relevancia_ambiental,sastreria,145.23594613273661,100-250 m,19.15143593,-98.40374347,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11446479,21074812210000791000000000U7,LAVANDERIA FAST & CLEAN,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,727.8985332344357,500-1000 m,19.16140369,-98.4095095,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11484003,21074315229002851000000000U9,TALLER DE COSTURA SIN NOMBRE,315229,agebs\huejotzingo,media_relevancia_ambiental,costura,571.0677635065938,500-1000 m,19.1629464,-98.41191436,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
11536634,21074314991000281000000000U7,BORDADOS GRAN DANES,314991,agebs\huejotzingo,media_relevancia_ambiental,bordado,21.047946659253274,0-100 m,19.17467651,-98.38896671,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3325844,21074812210000321000000000U3,LAVANDERIA SUNY CLEAN,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,156.14334659337044,100-250 m,19.16115304,-98.40450336,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3326451,21074812210000281000000000U9,LAVANDERIA SAN MIGUEL,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,10.842593542600799,0-100 m,19.15846229,-98.41079496,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3419521,21074461110000221010000000U1,LAVANDERIA EL CHINO,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,534.0963031912969,500-1000 m,19.1569117,-98.40311639,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3419622,21074812210000061000000000U5,TINTORERIA LUCY,812210,agebs\huejotzingo,alta_relevancia_ambiental,tintoreria,844.1926638683314,500-1000 m,19.15379417,-98.40422707,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
3426943,21074463211000651010000000U3,ELABORACION DE UNIFORMES ESCOLARES MICHELLE,315223,agebs\huejotzingo,media_relevancia_ambiental,,269.2028233542849,250-500 m,19.16422176,-98.41181733,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6272576,21074313310000034103000000U4,LAVADOS NACIONALES,313310,agebs\huejotzingo,alta_relevancia_ambiental,lavado,82.96727557610313,0-100 m,19.17826146,-98.40035305,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6377919,21114314912000101013009849S7,CONFECCIONES Y DISEÑOS DE PUEBLA,313113,agebs\huejotzingo,media_relevancia_ambiental,confeccion,272.5044026080988,250-500 m,19.161724,-98.38613143,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6378222,21074315191000014013000000U8,MARTINTER,315122,agebs\huejotzingo,revisar,,1139.9312904544468,>1000 m,19.14389571,-98.38613242,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6380168,21074313113000045001000000U8,VERTICAL SPIN,313112,agebs\huejotzingo,revisar,,339.0207525277182,250-500 m,19.15782475,-98.38511663,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6380169,21074313113000035010000000U9,TRITON INDUSTRIAL,313112,agebs\huejotzingo,revisar,,101.19118992559518,100-250 m,19.16088818,-98.38644329,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6856149,21074315191000026011000000U2,SEAMLESS GLOBAL SOLUTIONS,315122,agebs\huejotzingo,revisar,,1232.9655493201437,>1000 m,19.16263095,-98.38664062,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6874492,21074313240000014000000000U5,TITAN TEXTIL ,313240,agebs\huejotzingo,revisar,textil,582.2260636269618,500-1000 m,19.16048969,-98.38637504,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6874618,21074313112000065100000000U8,HIDRA TEXTIL,313112,agebs\huejotzingo,revisar,textil,806.9482026696959,500-1000 m,19.16038291,-98.38635676,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
6875485,21074313112000075002000000U7,GRUPO PORTATEX,313112,agebs\huejotzingo,revisar,,592.7731565464154,500-1000 m,19.16162098,-98.3870298,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8089409,21074812210000441000000000U9,LAVANDERIA LONDRY CLOTHER,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,68.79651963515347,0-100 m,19.16213214,-98.40508793,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8089467,21074812210000461100000000U7,TINTORERIA SANTIAGO JACOBO,812210,agebs\huejotzingo,alta_relevancia_ambiental,tintoreria,739.1519498961986,500-1000 m,19.16274612,-98.40769441,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8089588,21074812210000481000000000U5,LAVANDERIA CONE ESPUMA,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,100.35151564757052,100-250 m,19.16000823,-98.4093101,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8089809,21074315224000051000000000U9,ELABORACION DE ARTESANIAS SIN NOMBRE,315224,agebs\huejotzingo,media_relevancia_ambiental,,1133.092612003298,>1000 m,19.16883834,-98.40574792,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8120898,21074315225000181000000000U1,SASTRERIA MORALES,315225,agebs\huejotzingo,media_relevancia_ambiental,sastreria,568.9004584761094,500-1000 m,19.15537698,-98.40643859,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8121076,21074812210000511000000000U9,LAVANDERIA LUPITA,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,472.10158692614095,250-500 m,19.1478766,-98.40352832,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8271822,21074812210000391000000000U6,LAVANDERIA HUEJOTZINGO,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,1138.2309815096196,>1000 m,19.16192653,-98.41208304,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8271868,21074315224000011000000000U3,TRAJES DE CARNAVAL LA CASA DEL CARNAVAL,315224,agebs\huejotzingo,revisar,,1141.1324911112138,>1000 m,19.16042259,-98.40712901,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8272057,21074315224000021000000000U2,TRAJES DE CARNAVAL SIN NOMBRE,315224,agebs\huejotzingo,revisar,,674.8507246458815,500-1000 m,19.16808812,-98.40523461,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8559701,21074314993000013000000000U0,FIBRAS TEXTIL NEPTUNO,314993,agebs\huejotzingo,revisar,textil,197.68647711265507,100-250 m,19.16161451,-98.38403303,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8776981,21074434219000021000000000U8,ACABADOS SANMIGUEL,434219,agebs\huejotzingo,alta_relevancia_ambiental,acabado,475.1355243085252,250-500 m,19.15576294,-98.40853873,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
8776988,21074812210000531000000000U7,LAVANDERIA LA BURBUJA,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,130.87057749329674,100-250 m,19.15355451,-98.40708683,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9440701,21074313230000023001000000U7,SCHALLSCHUTZ DE MEXICO,313230,agebs\huejotzingo,revisar,,369.7851013485955,250-500 m,19.16272836,-98.37914315,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9492182,21074812210000691000000000U9,LAVANDERIA SIN NOMBRE,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,791.6867830367438,500-1000 m,19.14598604,-98.40430462,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9522648,21074812210000591000000000U1,TINTOWASH,812210,agebs\huejotzingo,revisar,,105.14881671981743,100-250 m,19.16599298,-98.40553468,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9567689,21060315225000021000000000U8,VESTIDOS DE NOVIA SIN NOMRE,315225,agebs\huejotzingo,revisar,,361.2385113810431,250-500 m,19.14261702,-98.45347723,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9578942,21074313210000095000000000U7,CONFECCIONES Y DISEÑOS DE PUEBLA,313210,agebs\huejotzingo,media_relevancia_ambiental,confeccion,211.53207521452305,100-250 m,19.1617456,-98.38589621,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9704198,21074315221000023000000000U4,TALLER DE MAQUILA SIN NOMBRE,315221,agebs\huejotzingo,media_relevancia_ambiental,maquila,116.99800458040318,100-250 m,19.15862501,-98.37981953,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9714434,21074812210000851000000000U9,LAVANDERIA LA BURBUJA,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,421.64454640528623,250-500 m,19.14213904,-98.41547117,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9825015,21074811499000271000000000U0,TALLER DE COSTURA SIN NOMBRE,811499,agebs\huejotzingo,media_relevancia_ambiental,costura,139.14267317769153,100-250 m,19.16336032,-98.41445284,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
9844272,21074314991000333000000000U6,GEMINIS TEXTIL,314991,agebs\huejotzingo,revisar,textil,105.57486391863837,100-250 m,19.15548527,-98.41286449,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10042837,21074812210000581000000000U2,LAVANDERIA KARAMELOS,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,92.35093098643065,0-100 m,19.14636816,-98.40382575,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10066057,21074315224000102000000000U0,BORDARTE,314991,agebs\huejotzingo,revisar,,315.81044377231575,250-500 m,19.160108,-98.40799474,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10152379,21074812210000871000000000U7,LAVANDERIA LA ESTRELLA,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,114.47266743672259,100-250 m,19.15997503,-98.40013346,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10324576,21074812210000711000000000U5,LAVANDERIA EL WASHANSWER,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,332.4995818598682,250-500 m,19.17788025,-98.38711655,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10408987,21074812210000652000000000U1,LAVANDERIA TORRES,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,114.43163326312101,100-250 m,19.16014431,-98.4175128,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10582863,21074313220000025000000000U3,CINTAS Y ETIQUETAS ESPINO,313220,agebs\huejotzingo,revisar,,125.67999974369455,100-250 m,19.16242646,-98.37899739,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10587198,21074315991000021000000000U6,ELABORACION DE SOMBREROS PARA CARNAVAL SIN NOMBRE,315991,agebs\huejotzingo,media_relevancia_ambiental,,123.3791585422839,100-250 m,19.16514076,-98.40740097,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10597677,21074313240000023000000000U6,BEKAERTDESLEE,313240,agebs\huejotzingo,revisar,,241.09261209002366,100-250 m,19.17966759,-98.37502579,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10664588,21074812210000821000000000U2,LAVANDERIA RAPIDIWASH,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,233.96537148112492,100-250 m,19.15452388,-98.40785828,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10732265,21074812210000831000000000U1,LAVANDERIA EXPRESES,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,573.4306404307122,500-1000 m,19.1524422,-98.40451301,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10747145,21074812210000631000000000U5,LAVANDERIA H2A,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,724.5191268486911,500-1000 m,19.17690021,-98.38158466,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10772217,21074812210000761000000000U0,LAVANDERIA SAN MIGUELITO,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,997.1420912353991,500-1000 m,19.16578262,-98.41156165,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10816501,21074812210000621000000000U6,LAVANDERIA LA BURBUJA LOCA,812210,agebs\huejotzingo,alta_relevancia_ambiental,lavanderia,36.71421014825283,0-100 m,19.15965814,-98.41232509,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
10978442,21074812210000741000000000U2,MAGIC WASH SERVICIOS,812210,agebs\huejotzingo,revisar,,754.4336315324291,500-1000 m,19.14958454,-98.40537115,"Priorizacion preliminar por produccion, confeccion, maquila, acabado o lavado textil; se excluye comercio de prendas y no implica evidencia de contaminacion directa."
