legacy_id,legacy_clee,legacy_nombre_de_la_unidad_economica,legacy_raz_social,legacy_codigo_de_la_clase_actividad_scian,legacy_nombre_clase_actividad_scian,legacy_per_ocu,legacy_tipo_vial,legacy_nom_vial,legacy_tipo_v_e_1,legacy_nom_v_e_1,legacy_tipo_v_e_2,legacy_nom_v_e_2,legacy_tipo_v_e_3,legacy_nom_v_e_3,legacy_numero_ext,legacy_letra_ext,legacy_edificio,legacy_edificio_e,legacy_numero_int,legacy_letra_int,legacy_tipo_asent,legacy_nomb_asent,legacy_tipocencom,legacy_nom_cencom,legacy_num_local,legacy_cod_postal,legacy_cve_ent,legacy_entidad,legacy_cve_mun,legacy_municipio,legacy_cve_loc,legacy_localidad,legacy_ageb,legacy_manzana,legacy_telefono,legacy_correoelec,legacy_www,legacy_tipounieco,legacy_latitud,legacy_longitud,legacy_fecha_alta,legacy_localidad_id_analisis,legacy_localidad_analisis,legacy_poligono_id_analisis,legacy_metodo_recorte,legacy_criterio_recorte,legacy_texto_normalizado,legacy_codigo_scian_normalizado,legacy_keywords_detectadas,legacy_terminos_detectados,legacy_grupos_detectados,legacy_codigos_regla_detectados,legacy_evidencias_detectadas,legacy_reglas_activadas,legacy_regla_decisiva,legacy_categoria_clasificacion,legacy_decision_clasificacion,legacy_relevancia_ambiental,legacy_explicacion_decision,legacy_exclusion_fuerte,legacy_exclusion_condicional,legacy_exclusion_condicional_superada,legacy_version_filtro,legacy__id_key,legacy_fuente_inclusion_hidrica,legacy_decision_hidrica_preliminar,legacy_dictamen_manual_origen,legacy_en_mh,id_comparacion,actual_d_llave,actual_clee,actual_nom_est,actual_raz_soc,actual_cve_scian,actual_desc_scian,actual_Descripcion estrato personal ocupado,actual_Tipo de vialidad,actual_Nombre de la vialidad,actual_Tipo de entre vialidad 1,actual_Nombre de entre vialidad 1,actual_Tipo de entre vialidad 2,actual_Nombre de entre vialidad 2,actual_Tipo de entre vialidad 3,actual_Nombre de entre vialidad 3,actual_Numero exterior o kilometro,actual_Letra exterior,actual_Edificio,actual_Edificio Piso,actual_Numero interior,actual_Letra interior,actual_Tipo de asentamiento humano,actual_Nombre de asentamiento humano,actual_Tipo centro comercial,"actual_Corredor industrial, centro comercial o mercado publico",actual_Numero de local,actual_Codigo Postal,actual_Clave entidad,actual_Entidad federativa,actual_Clave municipio,actual_Municipio,actual_cve_loc,actual_localidad,actual_Area geoestadistica basica,actual_Manzana,actual_Numero de telefono,actual_Correo electronico,actual_Sitio en Internet,actual_Tipo de establecimiento,actual_Latitud,actual_Longitud,actual_Fecha de incorporacion al DENUE,actual_coincide_filtro_scian,actual_coincide_filtro_texto,actual_textil,actual_mezclilla,actual_humedo_explicito,actual_lavado_generico,actual_produccion,actual_maquila,actual_proceso_seco_explicito,actual_scian_textil,actual_scian_acabado_humedo,actual_scian_lavanderia,actual_sector_textil,actual_evidencia_hidrica,resultado_comparacion
10494863,21074315229002341000000000U1,MAQUILA,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,SANTA CRUZ,CALLE,LINDA VISTA,CALLE,SAN MIGUEL,CALLE,LINDA VISTA,5,,,,,,COLONIA,SANTA CRUZ,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0203,016,,,,Fijo,19.21628419,-98.38036616999999,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,maquila | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw072|kw100,maquila|ropa,candidate_textile|maquila|textile_explicit,315,SCIAN:315:textile_manufacturing|kw072:maquila|kw100:ropa,base_saic_textil|base_texto_textil,base_texto_textil,maquila_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Maquila combinada con evidencia textil; regla decisiva base_texto_textil; 1 coincidencias SCIAN y 2 coincidencias textuales.,False,False,False,v1,10494863,AUDITORIA_MANUAL_MAQUILA,INCLUIR_PRELIMINAR,INCLUR_MEDIA,True,10494863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLO_LEGACY
10752388,21074463211002121000000000U5,LEURIS LITIO JEANS HERNANDEZ,FATIMA GARCIA,463211,"Comercio al por menor de ropa, excepto de beb� y lencer�a",0 a 5 personas,BOULEVARD,RIO XOCHIAC,CALLE,16 DE SEPTIEMBRE,CALLE,INDUSTRIA,PRIVADA,INDUSTRIA (16 DE SEPTIEMBRE),,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,041,,,,Fijo,19.21428314,-98.3784647,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,"leuris litio jeans hernandez | fatima garcia | comercio al por menor de ropa, excepto de beb� y lencer�a",463211,kw017|kw100,jeans|ropa,candidate_textile|denim|textile_explicit,46,SCIAN:46:commerce|kw017:jeans|kw100:ropa,base_texto_textil|exc_comercio_o_giro_no_textil|inc_mezclilla_texto,inc_mezclilla_texto,produccion_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Evidencia explícita de mezclilla o jeans; regla decisiva inc_mezclilla_texto; 1 coincidencias SCIAN y 2 coincidencias textuales.,False,True,True,v1,10752388,PRODUCCION_MEZCLILLA_AUTOMATICA,INCLUIR_PRELIMINAR,,False,10752388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLO_LEGACY
10780476,21074315229002521000000000U8,MAQUILA DE PANTALON,,315229,Confecci�n en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,INDUSTRIA,PRIVADA,NINGUNO,PRIVADA,INDUSTRIA (16 DE SEPTIEMBRE),PRIVADA,16 DE SEPTIEMBRE,,SN,,,,,COLONIA,CENTRO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,013,,,,Fijo,19.21314031,-98.37962658,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,maquila de pantalon | | confecci�n en serie de otra ropa exterior de materiales textiles,315229,kw072|kw100|kw101,maquila|ropa|pantalon,candidate_textile|maquila|textile_explicit,315,SCIAN:315:textile_manufacturing|kw072:maquila|kw100:ropa|kw101:pantalon,base_saic_textil|base_texto_textil,base_texto_textil,maquila_textil,INCLUIR_MEDIA,media,INCLUIR_MEDIA: Maquila combinada con evidencia textil; regla decisiva base_texto_textil; 1 coincidencias SCIAN y 3 coincidencias textuales.,False,False,False,v1,10780476,AUDITORIA_MANUAL_MAQUILA,INCLUIR_PRELIMINAR,INCLUIR_MEDIA,False,10780476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLO_LEGACY
10801837,21074812210000772000000000U7,LAVANDERIA SIN NOMBRE,,812210,Lavander�as y tintorer�as,6 a 10 personas,CALLE,REAL DE PUEBLA,OTRO(ESPECIFIQUE),CULTIVO,CALLE,IXTACUIXTLA SUR,CALLE,NARCISO MENDOZA,81,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0025,025,,,,Fijo,19.20672151,-98.37428614,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,lavanderia sin nombre | | lavander�as y tintorer�as,812210,kw042,lavanderia,candidate_textile|wash_generic,8122|812210,SCIAN:8122:textile_service|SCIAN:812210:wet_service_possible|kw042:lavanderia,base_servicio_textil|base_texto_textil,base_servicio_textil,revisar_lavado_generico,REVISAR,revisar,REVISAR: Lavado o servicio genérico sin contexto suficiente; regla decisiva base_servicio_textil; 2 coincidencias SCIAN y 1 coincidencias textuales.,False,False,False,v1,10801837,AUDITORIA_MANUAL_20,INCLUIR_PRELIMINAR,INCLUIR_MEDIA,False,10801837,10801837,21074812210000772000000000U7,LAVANDERIA SIN NOMBRE,,812210,Lavanderías y tintorerías,6 a 10 personas,CALLE,REAL DE PUEBLA,OTRO(ESPECIFIQUE),CULTIVO,CALLE,IXTACUIXTLA SUR,CALLE,NARCISO MENDOZA,81,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,025,,,,Fijo,19.20672151,-98.37428614,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,AMBOS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10830903,10830903,21074315229002621000000000U6,DESHEBRADO DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,DOMINGO ARENAS,CALLE,AQUILES SERDAN SUR,CALLE,NOGALES,CALLE,AQUILES SERDAN SUR,45,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,030,,,,Fijo,19.21134481,-98.3856217,2024-11,True,True,True,True,False,False,True,True,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10876257,10876257,21074812210000751000000000U1,LAVANDERIA MA & MA,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,EL REBOZO,CALLE,VIOLETAS PONIENTE,CALLE,DOMINGO ARENAS,CALLE,PERITAS,4,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,017,2271099351,,,Fijo,19.21136579,-98.38497712,2024-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10965648,10965648,21074315223000881000000000U1,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,TEYUCA,PRIVADA,NINGUNO,PRIVADA,NINGUNO,CALLE,SAUCE,,SN,,,,,COLONIA,GUADALUPE,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,033,,,,Fijo,19.21811505,-98.37231129,2024-11,True,True,True,True,False,False,True,True,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10966285,10966285,21074315223001301000000000U9,DESHEBRADO DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,GLORIA,CALLE,NINGUNO,CALLE,IXTACUIXTLA NORTE,CALLE,REAL DE PUEBLA,21,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,032,,,,Fijo,19.20761424,-98.37519692,2024-11,True,True,True,True,False,False,True,True,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031066,11031066,21074315223000271000000000U5,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,NINGUNO,CALLE,TEYUCA,CALLE,SAUCE,CALLE,JUAN DE LA BARRERA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,035,2212673866,,,Fijo,19.2132786,-98.36913525,2024-11,True,True,True,True,False,False,True,True,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
11081907,21074812210000921000000000U0,BODEGA SIN NOMBRE,,812210,Lavander�as y tintorer�as,0 a 5 personas,CALLE,PRIMERO DE MAYO,CALLE,RIO XOCHIAC,PRIVADA,NINGUNO,PRIVADA,NINGUNO,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,Puebla,074,Huejotzingo,0029,Santa Ana Xalmimilulco,0190,025,,,,Fijo,19.21328834,-98.37489146999998,2024-11,santa_ana_xalmimilulco,Santa Ana Xalmimilulco,210740029,atributo,cve_loc=0029,bodega sin nombre | | lavander�as y tintorer�as,812210,kw181,bodega,excluded_name,8122|812210,SCIAN:8122:textile_service|SCIAN:812210:wet_service_possible|kw181:bodega,base_servicio_textil|exc_comercio_o_giro_no_textil,rev_contradiccion_scian_texto,revisar_contradiccion_scian_texto,REVISAR,revisar,REVISAR: SCIAN de lavandería contradicho por bodega o desperdicio; requiere revisión humana; regla decisiva rev_contradiccion_scian_texto; 2 coincidencias SCIAN y 1 coincidencias textuales.,False,True,False,v1,11081907,AUDITORIA_MANUAL_20,INCLUIR_PRELIMINAR,INCLUIR_MEDIA,False,11081907,11081907,21074812210000921000000000U0,BODEGA SIN NOMBRE,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,PRIMERO DE MAYO,CALLE,RIO XOCHIAC,PRIVADA,NINGUNO,PRIVADA,NINGUNO,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,025,,,,Fijo,19.21328834,-98.37489147,2024-11,True,False,False,False,False,False,False,False,False,False,False,True,REVISAR,REVISAR,AMBOS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11099113,11099113,21074812210000911000000000U1,PLANCHAS JOCA,,812210,Lavanderías y tintorerías,0 a 5 personas,PRIVADA,CIELITO LINDO,PRIVADA,NINGUNO,PRIVADA,GUADALUPE,PRIVADA,NINGUNO,13,,,,,,COLONIA,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,033,,,,Fijo,19.20723769,-98.38926716,2024-11,True,False,False,False,False,False,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
