d_llave,clee,nom_est,raz_soc,cve_scian,desc_scian,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Numero exterior o kilometro,Letra exterior,Edificio,Edificio Piso,Numero interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado publico",Numero de local,Codigo Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,cve_loc,localidad,Area geoestadistica basica,Manzana,Numero de telefono,Correo electronico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud,Fecha de incorporacion al DENUE,coincide_filtro_scian,coincide_filtro_texto,textil,mezclilla,humedo_explicito,lavado_generico,produccion,maquila,proceso_seco_explicito,scian_textil,scian_acabado_humedo,scian_lavanderia,sector_textil,evidencia_hidrica,dentro_cuenca,scian_3,scian_4,scian_6,actividad_lavanderia_tintoreria,actividad_acabado_textil,actividad_confeccion,actividad_fabricacion_telas,actividad_tejido_hilado,actividad_bordado_deshilado,senal_pantalon,senal_mezclilla_o_pantalon,universo_conceptual,cluster,probabilidad,persistencia_territorial,tipo_resultado_espacial,grupo_espacial
6379587,21140315229000224103000000U0,A&R PUEBLA SPORTWEAR,A & R PUEBLA SPORTWEAR,315229,Confección en serie de otra ropa exterior de materiales textiles,101 a 250 personas,CARRETERA,12 PONIENTE,CALLE,6 Sur,CALLE,Magueyales,OTRO(ESPECIFIQUE),Camino Real Exhacienda San Bartolo,727.0,,,,,,COLONIA,SAN JUAN TLAUTLA,,,,72750,21,PUEBLA,140,San Pedro Cholula,1,Cholula de Rivadavia,0304,41,,SPORTWEARPUEBLA@YAHOO.COM.MX,,Fijo,19.09204699,-98.33781512,2014-12,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",-1,0.0,1.0,DISPERSO_RUIDO,RUIDO_DISPERSO
8213656,21114314991000811000000000U5,ABC BORDADOS,,314991,"Confección, bordado y deshilado de productos textiles",0 a 5 personas,CALLE,11 SUR,AVENIDA,OLIVOS,PRIVADA,NINGUNO,CALLE,TABACHINES,12311.0,A,,,,,COLONIA,SAN FRANCISCO MAYORAZGO,,,,72480,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,5413,18,2221324269.0,,,Fijo,18.98533437,-98.25037017,2019-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3149,314991,False,False,False,False,False,True,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
11691450,21114313310000301000000000U1,ACABADO DE PRODUCTOS TEXTILES SIN NOMBRE,PLAYERAS VAZCO,313310,Acabado de productos textiles,0 a 5 personas,CALLE,AVENIDA 36 PONIENTE,CIRCUITO,UNIDAD HABITACIONAL PROFESOR JORGE MURAD,CALLE,35 NORTE,BOULEVARD,NORTE,,SN,,,3302.0,,COLONIA,JORGE MURAD,,,,72044,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,0126,1,2228136512.0,ADMVEN.CAZCO@GMAIL.COM,,Fijo,19.07198574,-98.21020224,2024-11,True,True,False,False,True,False,False,False,False,True,True,False,INCLUIR,SI,True,313,3133,313310,False,True,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
11444838,21114313310000253000000000U4,ACABADOS ANUAR,,313310,Acabado de productos textiles,11 a 30 personas,CALLE,ANTIGUO CAMINO A LA RESURRECCION,PRIVADA,PARAISO,CALLE,RESURRECCION SUR,PRIVADA,RESURRECCION PONIENTE,10428.0,32,,,,,PARQUE INDUSTRIAL,LA RESURRECCION,,,,72228,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,1641,33,,ANUARAAC@GMAIL.COM,,Fijo,19.08300258,-98.16052031,2024-11,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,True,313,3133,313310,False,True,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
3344947,21114313210000483011000000U9,ACABADOS ANUAR,,313310,Acabado de productos textiles,0 a 5 personas,CALLE,ANTIGUO CAMINO A LA RESURRECCION,PRIVADA,PARAISO,CALLE,RESURRECCION SUR,PRIVADA,RESURRECCION PONIENTE,10428.0,,,,,,PARQUE INDUSTRIAL,LA RESURRECCION,,,,72228,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,1641,33,,,,Fijo,19.08293087,-98.16060671,2014-12,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,True,313,3133,313310,False,True,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
6378673,21114313310000165000000000U0,ACABADOS RIO TEJO,ACABADOS RIO TEJO,313310,Acabado de productos textiles,51 a 100 personas,AVENIDA,PUEBLA-TLAXCALA,PRIVADA,NINGUNO,PRIVADA,NINGUNO,OTRO(ESPECIFIQUE),RIO ATOYAC,5003.0,A,,,,,COLONIA,SAN JERONIMO CALERAS,,,,72100,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,3101,2,2223432480.0,ACA.RIOTEJO@OUTLOOK.COM,,Fijo,19.10981831,-98.22903214,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,True,313,3133,313310,False,True,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,0.7854183389219066,0.6,CONCENTRACION,CLUSTER_020
6378340,21140313310000015001000000U2,ACABADOS TEXTILES BORIN,ACABADOS TEXTILES BORIN,313310,Acabado de productos textiles,51 a 100 personas,AVENIDA,5 PONIENTE,CALLE,11 SUR,CALLE,13 SUR,AVENIDA,3 PONIENTE,1113.0,,,,,,COLONIA,CENTRO,,,,72760,21,PUEBLA,140,San Pedro Cholula,1,Cholula de Rivadavia,0056,33,,DIRECCION.ADMINISTRATIVO@ACTEXBORIN.COM,,Fijo,19.06508856,-98.31618504,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,True,313,3133,313310,False,True,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
6378672,21114313320000035000000000U4,ACAFINTEX,ACABADOS FINOS TEXTILES,313310,Acabado de productos textiles,51 a 100 personas,AVENIDA,PRIMERA DE CUAUHTÉMOC,PRIVADA,NINGUNO,PRIVADA,SEGUNDA PRIVADA CUAUHTÉMOC,PRIVADA,DOMINGO ARENAS,148.0,,,,,,COLONIA,AGRICOLA IGNACIO ZARAGOZA,,,,72100,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,3116,21,,CONTABILIDAD@ACAFINTEX.COM,WWW.ACAFINTEX.COM,Fijo,19.12513292,-98.22614097,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,True,313,3133,313310,False,True,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",-1,0.0,0.8,DISPERSO_RUIDO,RUIDO_DISPERSO
11764740,21114313210001015000061482S8,ADVENTUM VITA,ADVENTUM VITA,313210,Fabricación de telas anchas de tejido de trama,51 a 100 personas,CALLE,38 PONIENTE,CALLE,5 Norte,CALLE,7 Norte,CALLE,36 Poniente,521.0,,,,,,COLONIA,SANTA MARIA,,,,72080,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,3578,9,,CONTABILIDAD@TEXTILESANAHUAC.COM.MX,,Fijo,19.06076906,-98.19385075,2025-04,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
3527093,21114313210000561002061482M2,ADVENTUM VITA,ADVENTUM VITA,313210,Fabricación de telas anchas de tejido de trama,251 y más personas,CALLE,ANTIGUO CAMINO A LA RESURRECCIÓN,CALLE,RESURRECCIÓN SUR,PRIVADA,PARAÍSO,CALLE,RESURRECCIÓN PONIENTE,10242.0,B,,,,,CORREDOR INDUSTRIAL,SANTA ROSA,CORREDOR INDUSTRIAL,CORREDOR INDUSTRIAL SANTA ROSA,10242B,72920,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,1641,33,,CONTABILIDAD@TEXTILESANAHUAC.COM.MX,,Fijo,19.08278446,-98.16078308,2010-07,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
3264971,21114313310000102010000000U3,AFELPADOS FINOS,AFELPADOS FINOS,313310,Acabado de productos textiles,6 a 10 personas,CALLE,AVENIDA 2 PONIENTE,CALLE,15 NORTE,CALLE,17 NORTE,AVENIDA,REFORMA,1505.0,,,,,,COLONIA,CENTRO,,,,72000,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,0499,40,,AFINSACV@GMAIL.COM,,Fijo,19.05089974,-98.20921673,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,True,313,3133,313310,False,True,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
9744393,21114315224000291000000000U5,AJUSTES FINOS COSTURA,,315224,Confección en serie de disfraces y trajes típicos,0 a 5 personas,AVENIDA,XONACATEPEC,CALLE,NINGUNO,CARRETERA,18 DE NOVIEMBRE (FEDERAL PUEBLA-TEHUACAN),CALLE,NINGUNO,,SN,,,,,COLONIA,XONACATEPEC,,,,72229,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,2404,47,2223884671.0,,,Fijo,19.04934966,-98.15332882,2024-11,True,True,True,False,False,False,False,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315224,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
9677599,21034315123000022000000000U8,AK PLAYERAS,AK PLAYERAS,315123,Fabricación de ropa exterior de tejido de punto,6 a 10 personas,CALLE,CAMINO NACIONAL,CALLE,CAMINO NACIONAL,CALLE,LAZARO CARDENAS,PRIVADA,NINGUNO,15.0,,,,,,PUEBLO,SAN FRANCISCO OCOTLAN,,,,72680,21,PUEBLA,34,Coronango,3,San Francisco Ocotlán (Ocotlán),0119,69,2222819682.0,AKPLAYERAS@HOTMAIL.COM,,Fijo,19.12393497,-98.27083323,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3151,315123,False,False,False,False,True,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",-1,0.0,0.8,DISPERSO_RUIDO,RUIDO_DISPERSO
10122585,21074315223000971000000000U0,ALEJANDRO GARITA JUAREZ,DESHEBRADO DE PANTALON,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,LOS REYES,CALLE,LA PIEDAD,CALLE,CALLE DEL CARMEN,CALLE,JUAN PIZACO,33.0,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,74,Huejotzingo,29,Santa Ana Xalmimilulco,0025,49,,,,Fijo,19.2090004,-98.37746816,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,True,315,3152,315229,False,False,True,False,False,True,True,True,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",8,0.9670660161262709,1.0,CONCENTRACION,CLUSTER_008
6271547,21114315229001236001000000U8,ALFE CONFECCIONES,ALFE CONFECCIONES,315229,Confección en serie de otra ropa exterior de materiales textiles,251 y más personas,AVENIDA,18 PONIENTE,CALLE,MARTIRES DE RIO BLANCO,CALLE,GASODUCTO,OTRO(ESPECIFIQUE),NINGUNO,315.0,,,,0.0,SN,PARQUE INDUSTRIAL,CENTRO,PARQUE INDUSTRIAL,5 DE MAYO,SN,72019,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,0412,28,,ALFE@ALFECONFECCIONES.COM,,Fijo,19.05265261,-98.19730904,2010-07,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
6377115,21114313310000176000000000U7,ALILTEX,ALILTEX,313310,Acabado de productos textiles,101 a 250 personas,CALLE,ANTIGUO CAMINO A MANZANILLA,AVENIDA,18 DE NOVIEMBRE (FEDERAL PUEBLA-TEHUACÁN),CALLE,NINGUNO,OTRO(ESPECIFIQUE),BARRANCO,59.0,,,,,,COLONIA,JOAQUIN COLOMBRES,PARQUE INDUSTRIAL,RESURRECCION,SN,72300,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,0338,33,,TEREPC@ALILTEX.COM,,Fijo,19.05664146,-98.15516569,2010-07,True,False,False,False,False,False,False,False,False,True,True,False,INCLUIR,SI,True,313,3133,313310,False,True,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
8308596,21114314993000341010000000U9,ALMACEN DE ACOPIO DE DESPERDICIOS INDUSTRIALES TEXTILES,,313210,Fabricación de telas anchas de tejido de trama,0 a 5 personas,AVENIDA,VALLE DEL SUR,CALLE,VALLE DE TAMAULIPAS,OTRO(ESPECIFIQUE),ARROYO,AVENIDA,VALLE DE ZARAGOZA,,SN,,,,,COLONIA,DEL VALLE,,,,72310,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,5856,12,2223563450.0,,,Fijo,19.06269772,-98.11368902,2019-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,0.826542764909947,1.0,CONCENTRACION,CLUSTER_020
7518002,21180314120000011000000000U9,ALMOHADAS ESMERALDA,,314120,"Confección de cortinas, blancos y similares",0 a 5 personas,CALLE,5 DE MAYO,AVENIDA,ABELARDO L. RODRIGUEZ,AVENIDA,LAZARO CARDENAS,CALLE,EMILIANO ZAPATA,3.0,,,,,,PUEBLO,SANTIAGO COLTZINGO,,,,74105,21,PUEBLA,180,Tlahuapan,19,Santiago Coltzingo,0259,9,5638909836.0,BLANCOSMAGNOLIA@HOTMAIL.COM,,Fijo,19.38319649,-98.53449515,2019-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3141,314120,False,False,False,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",6,1.0,0.8,CONCENTRACION,CLUSTER_006
8120482,21132315224000031010000000U7,ALTA COSTURA DE ELY,,315225,Confección de prendas de vestir sobre medida,0 a 5 personas,AVENIDA,MIGUEL HIDALGO,CALLE,VICENTE GUERRERO,PRIVADA,NINGUNO,PRIVADA,NARCISO MENDOZA,55.0,,,,,,COLONIA,SAN JUAN TUXCO TEXMELUCAN PUE,,,,74129,21,PUEBLA,132,San Martín Texmelucan,10,San Juan Tuxco,0124,33,2481564309.0,ELISAHERNANDEZSANCHEZ3@GMAIL.COM,,Fijo,19.26008932,-98.44847596,2019-11,True,True,True,False,False,False,False,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315225,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",-1,0.0,0.8,DISPERSO_RUIDO,RUIDO_DISPERSO
10504214,21114315225004141000000000U5,ALTA COSTURA SIN NOMBE,,315225,Confección de prendas de vestir sobre medida,0 a 5 personas,CALLE,PALMA,CALLE,NINGUNO,PRIVADA,NOGAL,AVENIDA,NOGAL,40.0,,,,,,COLONIA,LOMA BONITA CALERAS,,,,72100,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,4839,1,,,,Fijo,19.10676169,-98.21723322,2024-11,True,True,True,False,False,False,False,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315225,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,0.9177626192973056,1.0,CONCENTRACION,CLUSTER_020
6271633,21114313310000186000000000U6,ALTO ACABADO,ALTO ACABADO,313310,Acabado de productos textiles,101 a 250 personas,CALLE,30 NORTE,AVENIDA,12 ORIENTE,CALLE,NINGUNO,CALLE,32 NORTE BIS,1008.0,,,,,,COLONIA,HUMBOLDT,,,,72370,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,0624,14,,ADMINISTRACION@ALTOACABADO.COM,,Fijo,19.04151798,-98.17460254,2010-07,True,True,False,False,True,False,False,False,False,True,True,False,INCLUIR,SI,True,313,3133,313310,False,True,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
6377361,21114315229001277001057126S2,AMEREX,AMEREX,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,LADRILLERA,PRIVADA,NINGUNO,AVENIDA,FERROCARRIL,PRIVADA,NINGUNO,78.0,,,,,,COLONIA,SAN PABLO XOCHIMEHUACAN,,,,72014,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,5786,6,,CONTABILIDAD.ACAJETE@AMEREX.COM.MX,,Fijo,19.09762943,-98.20320314,2010-07,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
9440829,21119314120000043000000000U0,AMERICALZE,AMERICALZE,314120,"Confección de cortinas, blancos y similares",11 a 30 personas,CALLE,TLAXCALANZI,CALLE,REAL A SAN ANDRES,CALLE,CAMINO REAL A CHOLULA,CALLE,TLAXCALANZI,402.0,,,,,,COLONIA,EMILIANO ZAPATA,,,,72810,21,PUEBLA,119,San Andrés Cholula,13,San Bernardino Tlaxcalancingo,0476,1,,,,Fijo,19.03529418,-98.27654454,2023-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,314,3141,314120,False,False,False,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",-1,0.0,0.4,DISPERSO_RUIDO,RUIDO_DISPERSO
6379677,21114314120000337000009574M7,APOLO TEXTIL,APOLO TEXTIL,313210,Fabricación de telas anchas de tejido de trama,251 y más personas,CALLE,RESURRECCIÓN ORIENTE,CALLE,RESURRECCIÓN NORTE,CALLE,RESURRECCIÓN SUR,OTRO(ESPECIFIQUE),ARROYO,16.0,,,,,,PARQUE INDUSTRIAL,RESURRECCION,PARQUE INDUSTRIAL,PARQUE INDUSTRIAL RESURECCIÓN,SN,72228,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,1105,15,,ANTONIO.VEGA@GRUPOAPOLO.COM.MX,,Fijo,19.08003106,-98.14756117,2010-07,True,True,True,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,0.8034102867390764,1.0,CONCENTRACION,CLUSTER_020
6376595,21114313210000437002009574S5,APOLO TEXTIL,APOLO TEXTIL,313210,Fabricación de telas anchas de tejido de trama,51 a 100 personas,CALLE,RESURRECCIÓN PONIENTE,CALLE,LA NOPALERA,CALLE,RESURRECCIÓN SUR,CALLE,ANTIGUO CAMINO A LA RESURRECCIÓN,7.0,,,,,,CORREDOR INDUSTRIAL,RESURRECCION,CORREDOR INDUSTRIAL,RESURRECION,7,72228,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,1641,33,,ANTONIO.VEGA@GRUPOAPOLO.COM.MX,WWW.BABYMINK.COM,Fijo,19.07974297,-98.15195233,2010-07,True,True,True,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
9954897,21114315229002613000000000U7,APPAREL FULL PACKAGE MEXICO,APPAREL FULL PACKAGE MEXICO,315229,Confección en serie de otra ropa exterior de materiales textiles,11 a 30 personas,AVENIDA,4 PONIENTE,CALLE,33 NORTE,CALLE,NINGUNO,AVENIDA,6 PONIENTE,3120.0,A,,,,,COLONIA,AMOR,,,,72140,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,2298,19,5566967790.0,CEO@PATEKCORP.COM,,Fijo,19.05876077,-98.2209037,2024-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
8234944,21114463214001901110000000U9,APREZZA NOVIAS,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,23 SUR,CALLE,AVENIDA 5 PONIENTE,AVENIDA,JUAREZ,CALLE,21 SUR,506.0,2,,,,,COLONIA,SAN MATIAS,,,,72090,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,0380,13,,APREZAORTEGA26@GMAIL.COM,,Fijo,19.05070069,-98.21620383,2019-11,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
11565683,21132315229004811000000000U7,ARMADO DE COSTURA,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,CALLE DE LAS FLORES,CALLE,GASODUCTO,CALLE,GASODUCTO,AVENIDA,AVENIDA DEL TRABAJO,,SN,,,,,COLONIA,LA LOMA,,,,74120,21,PUEBLA,132,San Martín Texmelucan,1,San Martín Texmelucan de Labastida,0529,15,,,,Fijo,19.30898706,-98.44930008,2024-11,True,True,True,False,False,False,False,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",-1,0.0,0.8,DISPERSO_RUIDO,RUIDO_DISPERSO
11029051,21114315225003381000000000U8,ARREGLO Y CONFECCION DE ROPA,,315225,Confección de prendas de vestir sobre medida,0 a 5 personas,CALLE,SAN SEBASTIAN,CALLE,DIVISION DEL NORTE,AVENIDA,16 DE SEPTIEMBRE,CALLE,25 DE FEBRERO,5821.0,A,,,,,COLONIA,SAN ANTONIO ABAD,,,,72308,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,4453,30,2215262752.0,,,Fijo,19.062373,-98.14001126,2024-11,True,True,True,False,False,False,True,False,True,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315225,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
9119688,21114811499011631010000000U6,ARREGLOS DE ROPA EN GENERAL,,315225,Confección de prendas de vestir sobre medida,0 a 5 personas,CALLE,HELIOTROPOS,AVENIDA,AZALEAS,CALLE,BUGAMBILIAS,CALLE,CLAVELES,10000.0,,,,13710.0,,COLONIA,SAN RAMON PRIMERA SECCION,,,,72490,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,4716,2,,,,Fijo,18.97367175,-98.25651188,2019-11,True,True,True,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315225,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
6377777,21114432111000316001000000U7,ARTE EN DENIM,ARTE EN DENIM,313210,Fabricación de telas anchas de tejido de trama,0 a 5 personas,AVENIDA,AQUILES SERDÁN SUR,AVENIDA,CENTRAL LA ANTIGUA CEMENTERA,CALLE,NINGUNO,CONTINUACION,35,301.0,,,,,,COLONIA,JESUS GONZALEZ ORTEGA,,,,72040,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,2550,84,,YEZIEL@ARTEENDENIM.COM,WWW.ARTEENDENIM.COM,Fijo,19.08270633,-98.21576787,2026-04,True,True,True,True,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,313,3132,313210,False,False,False,True,False,False,False,True,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
3340249,21114315229001673001000000U2,ARTE JIN,ARTE JIN,315229,Confección en serie de otra ropa exterior de materiales textiles,31 a 50 personas,CALLE,NINGUNO,OTRO(ESPECIFIQUE),NINGUNO,CALLE,RICARDO FLORES MAGON,CARRETERA,FEDERAL PUEBLA-TLAXCALA,98.0,3A,,,3.0,A Y NAVE 4,COLONIA,SAN JERONIMO CALERAS,,,,72100,21,PUEBLA,114,Puebla,1,Heroica Puebla de Zaragoza,1603,60,2221945471.0,DARELYAU09@HOTMAIL.COM,,Fijo,19.09420345,-98.20831855,2014-12,True,False,False,False,False,False,False,False,False,True,False,False,INCLUIR,SIN_EVIDENCIA,True,315,3152,315229,False,False,True,False,False,False,False,False,"Universo sectorial ampliado de actividades textiles, confección y servicios de lavandería/tintorería potencialmente relevantes",20,1.0,1.0,CONCENTRACION,CLUSTER_020
