legacy_id,legacy_clee,legacy_nom_estab,legacy_raz_social,legacy_codigo_act,legacy_nombre_act,legacy_per_ocu,legacy_tipo_vial,legacy_nom_vial,legacy_tipo_v_e_1,legacy_nom_v_e_1,legacy_tipo_v_e_2,legacy_nom_v_e_2,legacy_tipo_v_e_3,legacy_nom_v_e_3,legacy_numero_ext,legacy_letra_ext,legacy_edificio,legacy_edificio_e,legacy_numero_int,legacy_letra_int,legacy_tipo_asent,legacy_nomb_asent,legacy_tipoCenCom,legacy_nom_CenCom,legacy_num_local,legacy_cod_postal,legacy_cve_ent,legacy_entidad,legacy_cve_mun,legacy_municipio,legacy_cve_loc,legacy_localidad,legacy_ageb,legacy_manzana,legacy_telefono,legacy_correoelec,legacy_www,legacy_tipoUniEco,legacy_latitud,legacy_longitud,legacy_fecha_alta,legacy__id_key,legacy_en_universo_hidrico_preliminar,legacy_en_mh,legacy_resultado_comparacion,legacy_razon_situacion,id_comparacion,actual_d_llave,actual_clee,actual_nom_est,actual_raz_soc,actual_cve_scian,actual_desc_scian,actual_Descripcion estrato personal ocupado,actual_Tipo de vialidad,actual_Nombre de la vialidad,actual_Tipo de entre vialidad 1,actual_Nombre de entre vialidad 1,actual_Tipo de entre vialidad 2,actual_Nombre de entre vialidad 2,actual_Tipo de entre vialidad 3,actual_Nombre de entre vialidad 3,actual_Numero exterior o kilometro,actual_Letra exterior,actual_Edificio,actual_Edificio Piso,actual_Numero interior,actual_Letra interior,actual_Tipo de asentamiento humano,actual_Nombre de asentamiento humano,actual_Tipo centro comercial,"actual_Corredor industrial, centro comercial o mercado publico",actual_Numero de local,actual_Codigo Postal,actual_Clave entidad,actual_Entidad federativa,actual_Clave municipio,actual_Municipio,actual_cve_loc,actual_localidad,actual_Area geoestadistica basica,actual_Manzana,actual_Numero de telefono,actual_Correo electronico,actual_Sitio en Internet,actual_Tipo de establecimiento,actual_Latitud,actual_Longitud,actual_Fecha de incorporacion al DENUE,actual_coincide_filtro_scian,actual_coincide_filtro_texto,actual_textil,actual_mezclilla,actual_humedo_explicito,actual_lavado_generico,actual_produccion,actual_maquila,actual_proceso_seco_explicito,actual_scian_textil,actual_scian_acabado_humedo,actual_scian_lavanderia,actual_sector_textil,actual_evidencia_hidrica,resultado_comparacion
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031066,11031066,21074315223000271000000000U5,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,NINGUNO,CALLE,TEYUCA,CALLE,SAUCE,CALLE,JUAN DE LA BARRERA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,035,2212673866,,,Fijo,19.2132786,-98.36913525,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11099113,11099113,21074812210000911000000000U1,PLANCHAS JOCA,,812210,Lavanderías y tintorerías,0 a 5 personas,PRIVADA,CIELITO LINDO,PRIVADA,NINGUNO,PRIVADA,GUADALUPE,PRIVADA,NINGUNO,13,,,,,,COLONIA,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,033,,,,Fijo,19.20723769,-98.38926716,2024-11,True,False,False,False,False,False,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11133786,11133786,21074315229002281000000000U9,MAQUILA DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,VENUSTIANO CARRANZA,PRIVADA,NINGUNO,CALLE,NINGUNO,CALLE,SAN MANUEL,9,,,,,,COLONIA,CENTRO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,016,,,,Fijo,19.20687249,-98.38149947,2024-11,True,True,True,True,False,False,True,True,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11183668,11183668,21074812210000251000000000U2,BODEGA DE DESPERDICIO,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,IXTACUIXTLA NORTE,PRIVADA,PRIVADA DE IXTACUIXTLA,PRIVADA,IXTACUIXTLA,CALLE,PRIMERO DE MAYO,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,038,,,,Fijo,19.2111932,-98.37746045,2024-11,True,False,False,False,False,False,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11197761,11197761,21074315223000481000000000U0,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,RAFAEL ESPINOSA FLORES,CALLE,AQUILES SERDAN SUR,CALLE,PORFIRIO DIAZ,CALLE,JUQUILA,151,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0167,004,2212925278,,,Fijo,19.2046455,-98.38502971,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11297294,11297294,21074812210000932000000000U7,PLANCHADO DE PANTALON SIN NOMBRE,,812210,Lavanderías y tintorerías,6 a 10 personas,CALLE,RAFAEL SERRANO,CALLE,PORFIRIO DIAZ,CALLE,EL VOLCAN,CALLE,FLORES MAGON,12,,,,,,COLONIA,CENTRO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,003,2214027713,,,Fijo,19.20740894,-98.38441686,2024-11,True,True,True,False,False,False,False,False,True,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11304210,11304210,21074315223000561000000000U9,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,PRIVADA DE LA GLORIA,CALLE,LOS REYES,CALLE,GLORIA,CALLE,NINGUNO,1,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,052,,,,Fijo,19.20863774,-98.37699365,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11530961,11530961,21074315223000342000000000U4,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,6 a 10 personas,PRIVADA,NINGUNO,CALLE,MELCHOR OCAMPO,CALLE,SAN RAFAEL,CALLE,MELCHOR OCAMPO,35,,,,,,LOCALIDAD,CUARTA SECCION,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,026,2481000897,,,Fijo,19.2133537,-98.37415935,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11573367,11573367,21074315223000071000000000U9,TALLER DE DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PROLONGACION,RAFAEL SERRANO,CALLE,AQUILES SERDAN SUR,CALLE,SAN MIGUEL,CALLE,SAN ANTONIO,3,,,,,,COLONIA,SAN ANTONIO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,029,2481987725,,,Fijo,19.20820945,-98.38672241,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3326130,3326130,21074812210000351000000000U0,PLANCHADO DE PANTALON,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,ADOLFO LOPEZ MATEOS,CALLE,VIOLETAS PONIENTE,CALLE,DOMINGO ARENAS,CALLE,AQUILES SERDAN NORTE,3,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,022,,,,Fijo,19.2118204,-98.38540714,2014-12,True,True,True,False,False,False,False,False,True,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3427228,3427228,21074812210000141000000000U5,TINTORERIA LIZ,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,PORFIRIO DIAZ,CALLE,PALMA,CALLE,VENUSTIANO CARRANZA,CALLE,IXTACUIXTLA SUR,30,,,,,,COLONIA,CENTRO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,002,,,,Fijo,19.20766002,-98.38274798,2010-07,True,True,False,False,True,False,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3427244,3427244,21074812210000131000000000U6,TINTORERIA LIZ,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,VENUSTIANO CARRANZA,PRIVADA,NINGUNO,CALLE,NINGUNO,CALLE,SAN MANUEL,12,,,,,,COLONIA,CENTRO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,016,,,,Fijo,19.20685794,-98.38143472,2010-07,True,True,False,False,True,False,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3428125,3428125,21074812210000182000000000U9,LAVANDERIA SANTA CECILIA,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,JOSEFA ORTIZ DE DOMINGUEZ,PRIVADA,NINGUNO,CALLE,SAN ANTONIO,BOULEVARD,RIO XOCHIAC,5,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,018,2225619194,,,Fijo,19.21684215,-98.38284012,2010-07,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7742908,7742908,21074311830001391110000000U6,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,REAL DE LA POSTA,PRIVADA,NINGUNO,PRIVADA,NINGUNO,CALLE,SAN ANGEL,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0203,002,2271457140,,,Fijo,19.21997081,-98.37473248,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8088969,8088969,21074315229001661000000000U3,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,CORREGIDORA,CALLE,CARRIL A DE AGUA SANTA,CALLE,LOS REYES,PRIVADA,LIBERTAD,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,065,,,,Fijo,19.20847206,-98.37541144,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8089261,8089261,21074812210000431000000000U0,LAVANDERIA REY,,812210,Lavanderías y tintorerías,0 a 5 personas,PRIVADA,10 DE MAYO,CALLE,PRIMERO DE MAYO,PRIVADA,PRIMERO DE MAYO,PRIVADA,PRIVADA DE IXTACUIXTLA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,039,,,,Fijo,19.21125165,-98.37655998,2019-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8089385,8089385,21074315229001861000000000U9,DESHEBRADO SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,PRIVADA,PRIVADA DEL VOLCAN,CALLE,SAN ANTONIO,CALLEJON,VOLCANCITO,CALLE,AQUILES SERDAN SUR,7,,,,,,COLONIA,SAN ANTONIO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,046,,,,Fijo,19.20865442,-98.38539493,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8089562,8089562,21074812210000471000000000U6,LAVANDERIA SANTY,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,PORFIRIO DIAZ,PRIVADA,JUAREZ,PRIVADA,NINGUNO,CALLE,IXTACUIXTLA SUR,36,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0167,017,,,,Fijo,19.20207742,-98.38492676,2019-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8118934,8118934,21074315229002071000000000U4,DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,NINGUNO,CALLE,DOMINGO ARENAS,CALLE,VIOLETAS PONIENTE,CALLE,REFORMA,1,,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,009,2271124857,,,Fijo,19.21184171,-98.38357506,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8271528,8271528,21074315229001641000000000U5,DESHEBRADO DE PANTALON SIN NOMBRE,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,XICOHTENCATL,CALLE,REAL DE PUEBLA,CALLE,PALMA,CALLE,PORFIRIO DIAZ,18,,,,,,COLONIA,CENTRO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,011,,,,Fijo,19.20887583,-98.38169434,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8776861,8776861,21074461110008371010000000U6,DESHEBRADO DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,GLORIA,CALLE,NINGUNO,CALLE,IXTACUIXTLA NORTE,CALLE,REAL DE PUEBLA,89,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,032,,,,Fijo,19.20787139,-98.37602851,2019-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8776900,8776900,21074812210000521000000000U8,LAVANDERIA MARY,,812210,Lavanderías y tintorerías,0 a 5 personas,CALLE,REAL DE PUEBLA,OTRO(ESPECIFIQUE),CULTIVO,CALLE,IXTACUIXTLA SUR,CALLE,NARCISO MENDOZA,10,,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,025,,,,Fijo,19.20780984,-98.37742389,2019-11,True,True,False,False,False,True,False,False,False,False,False,True,REVISAR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8777526,8777526,21074315229002171000000000U2,MAQUILA DESHEBRADO,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,NINGUNO,CALLE,DOMINGO ARENAS,CALLE,VIOLETAS PONIENTE,CALLE,REFORMA,,SN,,,,,PUEBLO,SANTA ANA XALMIMINULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0190,009,,,,Fijo,19.211873,-98.38360262,2019-11,True,True,True,True,False,False,True,True,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9566007,9566007,21074315223001311000000000U8,DESHEBRADO DE PANTALON,,315229,Confección en serie de otra ropa exterior de materiales textiles,0 a 5 personas,CALLE,GLORIA,CALLE,NINGUNO,CALLE,IXTACUIXTLA NORTE,CALLE,REAL DE PUEBLA,,SN,,,,,LOCALIDAD,SANTA ANA XALMIMILULCO,,,,74169,21,PUEBLA,074,Huejotzingo,0029,Santa Ana Xalmimilulco                                                                                        ,0025,032,,,,Fijo,19.20777613,-98.37572813,2024-11,True,True,True,True,False,False,True,False,True,True,False,False,INCLUIR,REVISAR,SOLO_ACTUAL
